param_Weight	param_Length	cognitive_score_52	vocalisation_52	WLZ_WHZ_52
-1.6	-1.0	95.9198989868164	4.966315269470215	-1.6259418725967407
-1.6	-0.7999999999999998	95.9379653930664	4.9697651863098145	-1.6262480020523071
-1.6	-0.5999999999999999	95.95597839355469	4.973191738128662	-1.6265544891357422
-1.6	-0.3999999999999999	95.97412109375	4.976620674133301	-1.6268527507781982
-1.6	-0.19999999999999996	95.99221801757812	4.980055809020996	-1.6271260976791382
-1.6	0.0	96.01011657714844	4.9835100173950195	-1.6274068355560303
-1.6	0.20000000000000018	96.02799224853516	4.986955165863037	-1.627700924873352
-1.6	0.40000000000000036	96.04589080810547	4.990411281585693	-1.6279722452163696
-1.6	0.6000000000000001	96.06392669677734	4.9938788414001465	-1.6282429695129395
-1.6	0.8000000000000003	96.08187866210938	4.9973297119140625	-1.6285111904144287
-1.6	1.0	96.09962463378906	5.000784397125244	-1.6287543773651123
-1.6	1.2000000000000002	96.11758422851562	5.00423002243042	-1.6289823055267334
-1.6	1.4000000000000004	96.13554382324219	5.007694244384766	-1.6291944980621338
-1.6	1.6	96.15365600585938	5.01114559173584	-1.629407525062561
-1.6	1.8000000000000003	96.17164611816406	5.0146989822387695	-1.6296201944351196
-1.6	2.0	96.18965911865234	5.018303394317627	-1.6298089027404785
-1.4	-2.0	95.83539581298828	4.948591709136963	-1.6244122982025146
-1.4	-1.8	95.85446166992188	4.952200412750244	-1.624748706817627
-1.4	-1.6	95.87322998046875	4.9557905197143555	-1.6250783205032349
-1.4	-1.4	95.89179992675781	4.959351539611816	-1.6254159212112427
-1.4	-1.2	95.91007232666016	4.96286678314209	-1.6257487535476685
-1.4	-1.0	95.92823028564453	4.966333389282227	-1.6260697841644287
-1.4	-0.7999999999999998	95.94622039794922	4.969799041748047	-1.6263890266418457
-1.4	-0.5999999999999999	95.96434783935547	4.97322416305542	-1.6267117261886597
-1.4	-0.3999999999999999	95.98247528076172	4.976673126220703	-1.6269855499267578
-1.4	-0.19999999999999996	96.00054168701172	4.980136394500732	-1.6272621154785156
-1.4	0.0	96.01832580566406	4.9835896492004395	-1.6275534629821777
-1.4	0.20000000000000018	96.03633880615234	4.987020015716553	-1.6278330087661743
-1.4	0.40000000000000036	96.05426025390625	4.990423202514648	-1.6281051635742188
-1.4	0.6000000000000001	96.07218933105469	4.9938578605651855	-1.628368854522705
-1.4	0.8000000000000003	96.09004211425781	4.997307777404785	-1.6286381483078003
-1.4	1.0	96.10790252685547	5.000749111175537	-1.628882884979248
-1.4	1.2000000000000002	96.12574005126953	5.004170894622803	-1.6291054487228394
-1.4	1.4000000000000004	96.14372253417969	5.0076069831848145	-1.6293238401412964
-1.4	1.6	96.16175079345703	5.011091232299805	-1.6295380592346191
-1.4	1.8000000000000003	96.17972564697266	5.014679908752441	-1.629726529121399
-1.4	2.0	96.19780731201172	5.01829195022583	-1.6299293041229248
-1.2	-2.0	95.8438949584961	4.948680400848389	-1.6244947910308838
-1.2	-1.8	95.86271667480469	4.952281475067139	-1.624821662902832
-1.2	-1.6	95.88152313232422	4.955862045288086	-1.625171422958374
-1.2	-1.4	95.90009307861328	4.9593987464904785	-1.6255239248275757
-1.2	-1.2	95.9183578491211	4.962897777557373	-1.6258604526519775
-1.2	-1.0	95.93647766113281	4.966390609741211	-1.6262003183364868
-1.2	-0.7999999999999998	95.95439910888672	4.969822406768799	-1.626532793045044
-1.2	-0.5999999999999999	95.97257995605469	4.973260402679443	-1.6268303394317627
-1.2	-0.3999999999999999	95.99079895019531	4.976734638214111	-1.6271032094955444
-1.2	-0.19999999999999996	96.00872802734375	4.980204105377197	-1.6273949146270752
-1.2	0.0	96.02655792236328	4.983668327331543	-1.6276779174804688
-1.2	0.20000000000000018	96.04452514648438	4.987046718597412	-1.627948522567749
-1.2	0.40000000000000036	96.06246948242188	4.990437984466553	-1.628227949142456
-1.2	0.6000000000000001	96.080322265625	4.993840217590332	-1.6285004615783691
-1.2	0.8000000000000003	96.09814453125	4.997260570526123	-1.6287565231323242
-1.2	1.0	96.11603546142578	5.0006818771362305	-1.6289883852005005
-1.2	1.2000000000000002	96.13382720947266	5.004068851470947	-1.629211664199829
-1.2	1.4000000000000004	96.15185546875	5.007510662078857	-1.6294363737106323
-1.2	1.6	96.16980743408203	5.011065483093262	-1.6296448707580566
-1.2	1.8000000000000003	96.18785858154297	5.014698505401611	-1.6298394203186035
-1.2	2.0	96.20590209960938	5.018306255340576	-1.6300426721572876
-1.0	-2.0	95.85208129882812	4.9487385749816895	-1.624574065208435
-1.0	-1.8	95.8709487915039	4.952343940734863	-1.6249109506607056
-1.0	-1.6	95.88982391357422	4.95592737197876	-1.625264048576355
-1.0	-1.4	95.90831756591797	4.9594244956970215	-1.6256282329559326
-1.0	-1.2	95.92658233642578	4.962942600250244	-1.6259862184524536
-1.0	-1.0	95.94456481933594	4.966427803039551	-1.626322865486145
-1.0	-0.7999999999999998	95.9626235961914	4.969858646392822	-1.6266473531723022
-1.0	-0.5999999999999999	95.98082733154297	4.973348140716553	-1.6269361972808838
-1.0	-0.3999999999999999	95.99899291992188	4.976783752441406	-1.6272053718566895
-1.0	-0.19999999999999996	96.01696014404297	4.980253219604492	-1.6274949312210083
-1.0	0.0	96.03480529785156	4.983698844909668	-1.6277755498886108
-1.0	0.20000000000000018	96.05268859863281	4.987042427062988	-1.6280540227890015
-1.0	0.40000000000000036	96.07060241699219	4.990416526794434	-1.6283400058746338
-1.0	0.6000000000000001	96.08843994140625	4.993812084197998	-1.628614068031311
-1.0	0.8000000000000003	96.10626983642578	4.997196197509766	-1.6288543939590454
-1.0	1.0	96.12413024902344	5.00058650970459	-1.6290749311447144
-1.0	1.2000000000000002	96.14200592041016	5.003987789154053	-1.6292998790740967
-1.0	1.4000000000000004	96.15995025634766	5.007479190826416	-1.6295323371887207
-1.0	1.6	96.17791748046875	5.011085510253906	-1.629743218421936
-1.0	1.8000000000000003	96.19603729248047	5.014702796936035	-1.6299434900283813
-1.0	2.0	96.21419525146484	5.018364906311035	-1.6301342248916626
-0.7999999999999998	-2.0	95.8603744506836	4.948807239532471	-1.6246665716171265
-0.7999999999999998	-1.8	95.87924194335938	4.952390193939209	-1.6250207424163818
-0.7999999999999998	-1.6	95.89795684814453	4.955927848815918	-1.6253759860992432
-0.7999999999999998	-1.4	95.91641235351562	4.959439754486084	-1.6257412433624268
-0.7999999999999998	-1.2	95.93453979492188	4.962997913360596	-1.6260974407196045
-0.7999999999999998	-1.0	95.95256042480469	4.966486930847168	-1.626430869102478
-0.7999999999999998	-0.7999999999999998	95.97084045410156	4.969959259033203	-1.6267504692077637
-0.7999999999999998	-0.5999999999999999	95.98910522460938	4.9734063148498535	-1.6270301342010498
-0.7999999999999998	-0.3999999999999999	96.00727844238281	4.976847171783447	-1.627295970916748
-0.7999999999999998	-0.19999999999999996	96.02516174316406	4.980282306671143	-1.6275804042816162
-0.7999999999999998	0.0	96.04293060302734	4.983665466308594	-1.627865195274353
-0.7999999999999998	0.20000000000000018	96.0607681274414	4.987031936645508	-1.6281530857086182
-0.7999999999999998	0.40000000000000036	96.07862091064453	4.990385055541992	-1.628433108329773
-0.7999999999999998	0.6000000000000001	96.09650421142578	4.993741989135742	-1.628696084022522
-0.7999999999999998	0.8000000000000003	96.11438751220703	4.997097015380859	-1.6289286613464355
-0.7999999999999998	1.0	96.13227081298828	5.000514984130859	-1.629162073135376
-0.7999999999999998	1.2000000000000002	96.15015411376953	5.003979206085205	-1.6293845176696777
-0.7999999999999998	1.4000000000000004	96.1680908203125	5.007531642913818	-1.629618763923645
-0.7999999999999998	1.6	96.1861343383789	5.01112699508667	-1.6298205852508545
-0.7999999999999998	1.8000000000000003	96.2043685913086	5.014746189117432	-1.6300169229507446
-0.7999999999999998	2.0	96.22271728515625	5.0183844566345215	-1.6301977634429932
-0.5999999999999999	-2.0	95.8686294555664	4.948849678039551	-1.6247806549072266
-0.5999999999999999	-1.8	95.88740539550781	4.952404022216797	-1.625142216682434
-0.5999999999999999	-1.6	95.90609741210938	4.955937385559082	-1.6254940032958984
-0.5999999999999999	-1.4	95.92447662353516	4.959501266479492	-1.6258513927459717
-0.5999999999999999	-1.2	95.94255065917969	4.963058948516846	-1.6261945962905884
-0.5999999999999999	-1.0	95.96065521240234	4.966560363769531	-1.6265316009521484
-0.5999999999999999	-0.7999999999999998	95.9791030883789	4.970026016235352	-1.6268352270126343
-0.5999999999999999	-0.5999999999999999	95.9974594116211	4.97347354888916	-1.6270991563796997
-0.5999999999999999	-0.3999999999999999	96.01542663574219	4.976895809173584	-1.6273757219314575
-0.5999999999999999	-0.19999999999999996	96.03315734863281	4.98027229309082	-1.6276613473892212
-0.5999999999999999	0.0	96.0509262084961	4.983639717102051	-1.627956748008728
-0.5999999999999999	0.20000000000000018	96.06871032714844	4.986992835998535	-1.628235101699829
-0.5999999999999999	0.40000000000000036	96.08658599853516	4.990330219268799	-1.6285104751586914
-0.5999999999999999	0.6000000000000001	96.10453796386719	4.9936909675598145	-1.6287765502929688
-0.5999999999999999	0.8000000000000003	96.12250518798828	4.997069358825684	-1.6290075778961182
-0.5999999999999999	1.0	96.14036560058594	5.000551700592041	-1.6292283535003662
-0.5999999999999999	1.2000000000000002	96.1583251953125	5.0040740966796875	-1.6294515132904053
-0.5999999999999999	1.4000000000000004	96.17634582519531	5.007620334625244	-1.6296789646148682
-0.5999999999999999	1.6	96.19456481933594	5.011192798614502	-1.6298789978027344
-0.5999999999999999	1.8000000000000003	96.21287536621094	5.014805793762207	-1.6300791501998901
-0.5999999999999999	2.0	96.2312240600586	5.018431663513184	-1.6302282810211182
-0.3999999999999999	-2.0	95.87672424316406	4.948858737945557	-1.6248936653137207
-0.3999999999999999	-1.8	95.8955078125	4.952454566955566	-1.6252646446228027
-0.3999999999999999	-1.6	95.91417694091797	4.956027984619141	-1.6256226301193237
-0.3999999999999999	-1.4	95.93251037597656	4.959587574005127	-1.6259689331054688
-0.3999999999999999	-1.2	95.95062255859375	4.963133811950684	-1.6263097524642944
-0.3999999999999999	-1.0	95.96900939941406	4.966628074645996	-1.6266233921051025
-0.3999999999999999	-0.7999999999999998	95.98747253417969	4.970107078552246	-1.6268997192382812
-0.3999999999999999	-0.5999999999999999	96.00575256347656	4.973537445068359	-1.6271699666976929
-0.3999999999999999	-0.3999999999999999	96.02349853515625	4.976927280426025	-1.6274524927139282
-0.3999999999999999	-0.19999999999999996	96.0411605834961	4.980292320251465	-1.6277521848678589
-0.3999999999999999	0.0	96.05892944335938	4.98362922668457	-1.628039836883545
-0.3999999999999999	0.20000000000000018	96.07677459716797	4.986954689025879	-1.6283214092254639
-0.3999999999999999	0.40000000000000036	96.09459686279297	4.990346431732178	-1.6285922527313232
-0.3999999999999999	0.6000000000000001	96.11266326904297	4.993707656860352	-1.6288371086120605
-0.3999999999999999	0.8000000000000003	96.13059997558594	4.997156143188477	-1.6290581226348877
-0.3999999999999999	1.0	96.14847564697266	5.000648021697998	-1.6292667388916016
-0.3999999999999999	1.2000000000000002	96.16653442382812	5.004171848297119	-1.6295045614242554
-0.3999999999999999	1.4000000000000004	96.18467712402344	5.007715225219727	-1.6297214031219482
-0.3999999999999999	1.6	96.20298767089844	5.011273384094238	-1.6299347877502441
-0.3999999999999999	1.8000000000000003	96.22132110595703	5.014895915985107	-1.630108118057251
-0.3999999999999999	2.0	96.23977661132812	5.018538475036621	-1.6302388906478882
-0.19999999999999996	-2.0	95.88490295410156	4.948933124542236	-1.6250011920928955
-0.19999999999999996	-1.8	95.90361022949219	4.95255708694458	-1.6253865957260132
-0.19999999999999996	-1.6	95.92222595214844	4.9561238288879395	-1.6257466077804565
-0.19999999999999996	-1.4	95.94055938720703	4.959666728973389	-1.6260958909988403
-0.19999999999999996	-1.2	95.95890808105469	4.963220596313477	-1.6264222860336304
-0.19999999999999996	-1.0	95.97736358642578	4.966725826263428	-1.6267122030258179
-0.19999999999999996	-0.7999999999999998	95.99571990966797	4.9701666831970215	-1.6269776821136475
-0.19999999999999996	-0.5999999999999999	96.0138168334961	4.973588943481445	-1.6272475719451904
-0.19999999999999996	-0.3999999999999999	96.0315933227539	4.976977825164795	-1.6275449991226196
-0.19999999999999996	-0.19999999999999996	96.04928588867188	4.980301380157471	-1.6278387308120728
-0.19999999999999996	0.0	96.06710052490234	4.983633995056152	-1.6281241178512573
-0.19999999999999996	0.20000000000000018	96.08484649658203	4.986988544464111	-1.628406286239624
-0.19999999999999996	0.40000000000000036	96.10272979736328	4.990371227264404	-1.6286636590957642
-0.19999999999999996	0.6000000000000001	96.12069702148438	4.99377965927124	-1.6288858652114868
-0.19999999999999996	0.8000000000000003	96.13870239257812	4.997247695922852	-1.6290899515151978
-0.19999999999999996	1.0	96.15669250488281	5.000720977783203	-1.6293108463287354
-0.19999999999999996	1.2000000000000002	96.17481994628906	5.004260063171387	-1.6295467615127563
-0.19999999999999996	1.4000000000000004	96.19300079345703	5.00783109664917	-1.6297610998153687
-0.19999999999999996	1.6	96.21134948730469	5.011406421661377	-1.6299561262130737
-0.19999999999999996	1.8000000000000003	96.2298812866211	5.015022277832031	-1.6301149129867554
-0.19999999999999996	2.0	96.24855041503906	5.018709182739258	-1.630225658416748
0.0	-2.0	95.89302062988281	4.94903564453125	-1.6251088380813599
0.0	-1.8	95.91165161132812	4.95265531539917	-1.625495433807373
0.0	-1.6	95.93024444580078	4.956205368041992	-1.6258596181869507
0.0	-1.4	95.94863891601562	4.9597344398498535	-1.6262012720108032
0.0	-1.2	95.9671630859375	4.963289260864258	-1.6265170574188232
0.0	-1.0	95.98555755615234	4.9667792320251465	-1.6268014907836914
0.0	-0.7999999999999998	96.00382232666016	4.970208644866943	-1.6270591020584106
0.0	-0.5999999999999999	96.0218734741211	4.9736552238464355	-1.62733793258667
0.0	-0.3999999999999999	96.03972625732422	4.976994514465332	-1.627638339996338
0.0	-0.19999999999999996	96.05744171142578	4.980295181274414	-1.6279196739196777
0.0	0.0	96.07520294189453	4.983649253845215	-1.628190279006958
0.0	0.20000000000000018	96.09295654296875	4.987032890319824	-1.628462553024292
0.0	0.40000000000000036	96.11091613769531	4.990427017211914	-1.6287108659744263
0.0	0.6000000000000001	96.12886047363281	4.993847370147705	-1.6289148330688477
0.0	0.8000000000000003	96.14688873291016	4.997280120849609	-1.6291205883026123
0.0	1.0	96.16499328613281	5.00078010559082	-1.6293543577194214
0.0	1.2000000000000002	96.18314361572266	5.0043721199035645	-1.6295685768127441
0.0	1.4000000000000004	96.20133209228516	5.007971286773682	-1.6297762393951416
0.0	1.6	96.21983337402344	5.011575222015381	-1.6299607753753662
0.0	1.8000000000000003	96.23860931396484	5.015213966369629	-1.6300901174545288
0.0	2.0	96.25729370117188	5.018867015838623	-1.6301990747451782
0.20000000000000018	-2.0	95.901123046875	4.94912576675415	-1.625215768814087
0.20000000000000018	-1.8	95.91972351074219	4.95272970199585	-1.6256006956100464
0.20000000000000018	-1.6	95.93829345703125	4.956275939941406	-1.6259692907333374
0.20000000000000018	-1.4	95.9567642211914	4.959799289703369	-1.626304030418396
0.20000000000000018	-1.2	95.97534942626953	4.9633049964904785	-1.6266038417816162
0.20000000000000018	-1.0	95.9936752319336	4.966795921325684	-1.6268832683563232
0.20000000000000018	-0.7999999999999998	96.01180267333984	4.970247268676758	-1.6271438598632812
0.20000000000000018	-0.5999999999999999	96.02997589111328	4.973645210266113	-1.627427577972412
0.20000000000000018	-0.3999999999999999	96.04785919189453	4.976980209350586	-1.6277201175689697
0.20000000000000018	-0.19999999999999996	96.0655746459961	4.980296611785889	-1.6279796361923218
0.20000000000000018	0.0	96.08332061767578	4.983658790588379	-1.6282352209091187
0.20000000000000018	0.20000000000000018	96.10116577148438	4.9870452880859375	-1.6284931898117065
0.20000000000000018	0.40000000000000036	96.11917877197266	4.990472316741943	-1.6287293434143066
0.20000000000000018	0.6000000000000001	96.13719940185547	4.9938788414001465	-1.628941535949707
0.20000000000000018	0.8000000000000003	96.15516662597656	4.997329235076904	-1.6291714906692505
0.20000000000000018	1.0	96.17330932617188	5.000887393951416	-1.6293847560882568
0.20000000000000018	1.2000000000000002	96.19151306152344	5.004496097564697	-1.6295952796936035
0.20000000000000018	1.4000000000000004	96.2098159790039	5.008110046386719	-1.629784345626831
0.20000000000000018	1.6	96.2285385131836	5.011748790740967	-1.6299426555633545
0.20000000000000018	1.8000000000000003	96.24732208251953	5.015401840209961	-1.6300562620162964
0.20000000000000018	2.0	96.26608276367188	5.019069194793701	-1.6301794052124023
0.40000000000000036	-2.0	95.90921020507812	4.949192523956299	-1.6253215074539185
0.40000000000000036	-1.8	95.9278564453125	4.9527907371521	-1.6257109642028809
0.40000000000000036	-1.6	95.9464340209961	4.956320285797119	-1.6260859966278076
0.40000000000000036	-1.4	95.96501159667969	4.9597978591918945	-1.6263991594314575
0.40000000000000036	-1.2	95.98355865478516	4.963296890258789	-1.626689076423645
0.40000000000000036	-1.0	96.0016860961914	4.966755390167236	-1.626956582069397
0.40000000000000036	-0.7999999999999998	96.0197982788086	4.970190048217773	-1.6272319555282593
0.40000000000000036	-0.5999999999999999	96.03801727294922	4.9735612869262695	-1.627505898475647
0.40000000000000036	-0.3999999999999999	96.05583953857422	4.976931571960449	-1.6277738809585571
0.40000000000000036	-0.19999999999999996	96.07361602783203	4.9802775382995605	-1.628014087677002
0.40000000000000036	0.0	96.09142303466797	4.983637809753418	-1.628260612487793
0.40000000000000036	0.20000000000000018	96.10943603515625	4.987072944641113	-1.6285009384155273
0.40000000000000036	0.40000000000000036	96.12750244140625	4.990525245666504	-1.6287381649017334
0.40000000000000036	0.6000000000000001	96.14552307128906	4.993941783905029	-1.6289730072021484
0.40000000000000036	0.8000000000000003	96.16351318359375	4.997435092926025	-1.629196047782898
0.40000000000000036	1.0	96.1816635131836	5.001021862030029	-1.6294021606445312
0.40000000000000036	1.2000000000000002	96.19992065429688	5.004635810852051	-1.6296035051345825
0.40000000000000036	1.4000000000000004	96.21842193603516	5.008242607116699	-1.629777193069458
0.40000000000000036	1.6	96.23719787597656	5.011927604675293	-1.6299164295196533
0.40000000000000036	1.8000000000000003	96.2560806274414	5.015604496002197	-1.630039095878601
0.40000000000000036	2.0	96.27484893798828	5.01925802230835	-1.6301757097244263
0.6000000000000001	-2.0	95.91717529296875	4.949235439300537	-1.6254297494888306
0.6000000000000001	-1.8	95.93590545654297	4.952814102172852	-1.6258262395858765
0.6000000000000001	-1.6	95.95459747314453	4.956297874450684	-1.6261820793151855
0.6000000000000001	-1.4	95.97322845458984	4.959782600402832	-1.626484751701355
0.6000000000000001	-1.2	95.99158477783203	4.963260173797607	-1.6267646551132202
0.6000000000000001	-1.0	96.00972747802734	4.966718673706055	-1.627029538154602
0.6000000000000001	-0.7999999999999998	96.02787780761719	4.970114231109619	-1.6272964477539062
0.6000000000000001	-0.5999999999999999	96.04597473144531	4.973496437072754	-1.6275559663772583
0.6000000000000001	-0.3999999999999999	96.06373596191406	4.976855754852295	-1.6278107166290283
0.6000000000000001	-0.19999999999999996	96.08160400390625	4.980221748352051	-1.6280441284179688
0.6000000000000001	0.0	96.09953308105469	4.983598232269287	-1.6282764673233032
0.6000000000000001	0.20000000000000018	96.11758422851562	4.987065315246582	-1.6285151243209839
0.6000000000000001	0.40000000000000036	96.13573455810547	4.990558624267578	-1.6287568807601929
0.6000000000000001	0.6000000000000001	96.15388488769531	4.994036674499512	-1.628981113433838
0.6000000000000001	0.8000000000000003	96.1720199584961	4.9975714683532715	-1.6291989088058472
0.6000000000000001	1.0	96.19019317626953	5.001161575317383	-1.6293879747390747
0.6000000000000001	1.2000000000000002	96.2085189819336	5.004773139953613	-1.6295729875564575
0.6000000000000001	1.4000000000000004	96.2271728515625	5.008430004119873	-1.6297398805618286
0.6000000000000001	1.6	96.2459716796875	5.012115001678467	-1.6298812627792358
0.6000000000000001	1.8000000000000003	96.26485443115234	5.015773296356201	-1.6300259828567505
0.6000000000000001	2.0	96.2838134765625	5.019416809082031	-1.630164623260498
0.8000000000000003	-2.0	95.92524719238281	4.949211120605469	-1.625533938407898
0.8000000000000003	-1.8	95.94403839111328	4.952775001525879	-1.625922441482544
0.8000000000000003	-1.6	95.96272277832031	4.956268310546875	-1.6262540817260742
0.8000000000000003	-1.4	95.98133850097656	4.9597344398498535	-1.6265456676483154
0.8000000000000003	-1.2	95.99960327148438	4.963196754455566	-1.6268184185028076
0.8000000000000003	-1.0	96.01778411865234	4.966634273529053	-1.6270802021026611
0.8000000000000003	-0.7999999999999998	96.03589630126953	4.970016956329346	-1.627342939376831
0.8000000000000003	-0.5999999999999999	96.05377960205078	4.973405361175537	-1.6275972127914429
0.8000000000000003	-0.3999999999999999	96.07160186767578	4.976764678955078	-1.627838373184204
0.8000000000000003	-0.19999999999999996	96.08960723876953	4.980164527893066	-1.6280697584152222
0.8000000000000003	0.0	96.107666015625	4.983578681945801	-1.6282907724380493
0.8000000000000003	0.20000000000000018	96.12580108642578	4.987091064453125	-1.628528356552124
0.8000000000000003	0.40000000000000036	96.14402770996094	4.990597724914551	-1.6287511587142944
0.8000000000000003	0.6000000000000001	96.16229248046875	4.994135856628418	-1.6289786100387573
0.8000000000000003	0.8000000000000003	96.18054962158203	4.997715473175049	-1.6291865110397339
0.8000000000000003	1.0	96.19874572753906	5.00130033493042	-1.629364252090454
0.8000000000000003	1.2000000000000002	96.21723937988281	5.004942893981934	-1.6295371055603027
0.8000000000000003	1.4000000000000004	96.2359848022461	5.008605003356934	-1.6296947002410889
0.8000000000000003	1.6	96.25481414794922	5.01227331161499	-1.6298578977584839
0.8000000000000003	1.8000000000000003	96.27384185791016	5.015960693359375	-1.6300134658813477
0.8000000000000003	2.0	96.29288482666016	5.019625663757324	-1.6301454305648804
1.0	-2.0	95.93342590332031	4.949135780334473	-1.625629186630249
1.0	-1.8	95.9521255493164	4.952670574188232	-1.6259857416152954
1.0	-1.6	95.97077941894531	4.95618200302124	-1.626300573348999
1.0	-1.4	95.98925018310547	4.95967435836792	-1.626585602760315
1.0	-1.2	96.0075454711914	4.963107585906982	-1.626846432685852
1.0	-1.0	96.02581787109375	4.966511249542236	-1.627105474472046
1.0	-0.7999999999999998	96.04387664794922	4.969930171966553	-1.6273584365844727
1.0	-0.5999999999999999	96.06169891357422	4.973300933837891	-1.627609133720398
1.0	-0.3999999999999999	96.07955932617188	4.9766926765441895	-1.6278550624847412
1.0	-0.19999999999999996	96.09770965576172	4.980116367340088	-1.6280755996704102
1.0	0.0	96.11588287353516	4.983617305755615	-1.628299355506897
1.0	0.20000000000000018	96.13408660888672	4.987127304077148	-1.6285258531570435
1.0	0.40000000000000036	96.15239715576172	4.990662574768066	-1.6287440061569214
1.0	0.6000000000000001	96.17074584960938	4.994251728057861	-1.6289634704589844
1.0	0.8000000000000003	96.1890640258789	4.997868061065674	-1.6291718482971191
1.0	1.0	96.20738983154297	5.00146484375	-1.6293432712554932
1.0	1.2000000000000002	96.22602844238281	5.005110263824463	-1.629500150680542
1.0	1.4000000000000004	96.24484252929688	5.008762836456299	-1.6296697854995728
1.0	1.6	96.26382446289062	5.01245641708374	-1.629841923713684
1.0	1.8000000000000003	96.2829818725586	5.016157627105713	-1.6299850940704346
1.0	2.0	96.30203247070312	5.019839763641357	-1.6301252841949463
1.2000000000000002	-2.0	95.9415054321289	4.9490156173706055	-1.6256978511810303
1.2000000000000002	-1.8	95.96014404296875	4.9525370597839355	-1.6260310411453247
1.2000000000000002	-1.6	95.9787826538086	4.956064701080322	-1.6263254880905151
1.2000000000000002	-1.4	95.99717712402344	4.9595537185668945	-1.6266003847122192
1.2000000000000002	-1.2	96.01555633544922	4.962998867034912	-1.6268517971038818
1.2000000000000002	-1.0	96.0338134765625	4.966437339782715	-1.6271132230758667
1.2000000000000002	-0.7999999999999998	96.05186462402344	4.9698286056518555	-1.627361536026001
1.2000000000000002	-0.5999999999999999	96.06977081298828	4.97323751449585	-1.6276110410690308
1.2000000000000002	-0.3999999999999999	96.08771514892578	4.976659774780273	-1.6278406381607056
1.2000000000000002	-0.19999999999999996	96.10588836669922	4.980140209197998	-1.628063678741455
