subjectID	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	dominance_gini_0	diversity_shannon_0	diversity_gini_simpson_0	Faiths_PD_0	dominance_gini_52	diversity_shannon_52	diversity_gini_simpson_52	Faiths_PD_52
LCC1001	31.23483699298529	0.20276843875187486	4.1133155339208045	1.6871764752969842	4.437762279700171	3.7183758315549675	1.7064188355988301	0.4121748314915052	1.4402298488763379	-1.5859128822917115	0.999120653424945	0.490819271275714	0.176242682589842	1.22172848195	0.986489340538258	3.16059409291603	0.895626090228582	3.81283952185
LCC1002	-22.849243379618727	-1.5272570710520208	-1.3823972807737128	-0.029515582611977075	1.3630644939708547	1.0451379529349694	0.38369749775402207	-0.21498606132205136	-0.7611812706424838	-0.21309020861896757	0.992805725425085	2.84503597618178	0.910370866823064	3.13634368635	0.989192848746834	3.08722646999813	0.910082117382328	3.1834018682500003
LCC1003	-92.6029976207902	-8.117890060009042	5.937286009032351	8.25044990247218	6.953205942629138	25.670840512155305	36.52672123262118	-14.03144697508231	-5.542264155358425	-5.337801255050798	0.992636249420849	2.87931627599064	0.92123669213612	3.2105860657500003	0.957990468007708	4.56536773384603	0.980600823376919	5.84910284885
LCC1004	1.2203930178118196	-0.250544016996368	-2.19244604059837	-0.7532811404134184	2.368309981035229	-1.6624506833172468	0.2988378040815138	-0.6123784388921396	-2.6833187323197314	-1.7815579341706245	0.995050151242467	2.4869679549481	0.893059977150626	3.00765851605	0.992685185217871	2.79606369666347	0.89055032553012	4.18002183765
LCC1005	-39.67088127866768	-2.242486712430545	-1.7312042983974765	-1.1169878799712583	-0.04796156343569153	5.514153335093961	-3.2027359720099304	-1.0342159646996645	-0.34157829266802	3.223871580611107	0.995173870284072	2.40251556222806	0.843213622888996	3.904732123150001	0.981730908218424	3.71615002674488	0.95564269333672	4.464262119050001
LCC1006	18.473850496234515	0.28178384160098896	0.2548893871933212	0.20871716920694122	-2.26985669626437	0.4283008103714711	-0.0005205266707708568	-0.3804887419833873	1.147532903079074	0.5999611570496446	0.994959567008367	2.48448841770014	0.871478456310243	4.127364042549999	0.993866238513018	2.57705832167386	0.867910882715172	2.6476727557500004
LCC1007	-41.701712930769496	-3.4087155814966925	4.579018402874956	0.8494441598886477	2.888928897219201	15.276441068583408	-7.561741092341033	10.098061663106959	-5.436991784974291	38.68642190906588	0.993916835743452	2.65599890365441	0.884217543802482	3.2591177583500004	0.974954450125608	3.87640659125599	0.95285117629934	2.6661925223500003
LCC1008	25.037127104294452	0.28319906256444516	0.6883914346738849	0.48160413009167596	0.7608230562920627	1.3376880976656305	-0.20293103736466764	0.8722126511828451	-0.5618492176563629	1.3186431297053078	0.997580234706339	1.40713946164108	0.50883045041766	3.16878950325	0.992485949875673	2.49458898732156	0.789097548958229	2.6666909600499995
LCC1009	-14.846042365620708	-1.1683843796180124	-2.7024567649288564	-0.6715597221044708	-3.867952388945883	-0.9232719917881175	-0.04166994005193352	-2.337764237861956	-1.3575228664233734	-0.8870244705542876	0.993801373634859	2.66121722496431	0.88285269465504	4.28497851475	0.989761106170644	3.17054310076535	0.929332859379027	5.47434451575
LCC1010	-36.45207440595839	-4.041674439100607	4.709050621854641	2.33616892650417	-0.054099325338588446	5.101406284175419	-2.0621787118249113	-4.423143121658238	-1.1848915347429365	-1.669960209829469	0.994423146007216	2.55331494728036	0.86976015819318	3.3760560335500003	0.980092289675383	3.83554936419285	0.962988313052967	5.954686250450001
