sampleID	Occurence_Microstates_A	Occurence_Microstates_B	Occurence_Microstates_C	Occurence_Microstates_D	Occurence_Microstates_E	Occurence_Microstates_F	Occurence_Microstates_G	Duration_Microstates_A	Duration_Microstates_B	Duration_Microstates_C	Duration_Microstates_D	Duration_Microstates_E	Duration_Microstates_F	Duration_Microstates_G
LCC1014_0	1.828767123	1.636986301	2.732876712	1.047945205	2.465753425	1.924657534	1.089041096	73.45318352	73.28870293	93.5037594	66.32679739	81.68888889	75.886121	67.19496855
LCC1014_52	2.26119403	2.171641791	2.305970149	1.044776119	2.268656716	1.888059701	1.208955224	78.99669967	75.46391753	77.86407767	67.45714286	80.71052632	74.52964427	69.18518519
LCC1015_0	1.987804878	2.134146341	2.56097561	1.219512195	2.365853659	1.914634146	1.5	70.87116564	72.75428571	75.92380952	68.44	78.35051546	69.8343949	71.25203252
LCC1016_0	2.153225806	1.887096774	2.185483871	1.338709677	1.572580645	1.661290323	1.387096774	86.35205993	79.94871795	90.67158672	74.19277108	79.52820513	76.7961165	81.51162791
LCC1017_0	1.780701754	1.964912281	2.052631579	1.640350877	2.929824561	1.710526316	1.192982456	70.87684729	73.76785714	72.44444444	79.3368984	87.83233533	66.76923077	65.76470588
LCC1017_52	2.548387097	2.475806452	2.258064516	1.169354839	1.540322581	2.10483871	1.072580645	85.64556962	78.94462541	77.14285714	75.55862069	68.52356021	72.35249042	61.44360902
LCC1019_0	2.348837209	1.779069767	2.534883721	1.930232558	1.709302326	1.662790698	1.313953488	86.51485149	66.0130719	85.98165138	70.93975904	72.3537415	68.13986014	66.5840708
LCC1019_52	2.708333333	2.53125	2.427083333	1.0625	1.541666667	1.3125	1.354166667	83.73846154	82.43621399	81.13304721	67.52941176	76.37837838	62.98412698	70.49230769
LCC1020_0	2.467391304	1.684782609	2.336956522	1.097826087	2.217391304	2.22826087	1.5	81.63876652	67.35483871	79.38604651	62.45544554	78.01960784	73.03414634	63.50724638
LCC1021_0	1.886363636	2.022727273	2.181818182	1.727272727	2.170454545	1.761363636	1.647727273	78.09638554	76.04494382	82.20833333	70.86842105	73.42408377	71.12258065	68.24827586
LCC1021_52	2.222972973	1.817567568	2.425675676	1.594594595	2.47972973	1.824324324	1.581081081	71.70820669	71.73234201	78.0724234	70.3559322	74.50681199	66.25185185	65.16239316
LCC1023_52	1.875	2.319444444	1.652777778	1.625	2.097222222	1.597222222	1.583333333	74.16296296	86.51497006	76.23529412	76.71794872	83.04635762	73.91304348	74.14035088
LCC1025_52	2.320895522	2.134328358	2.23880597	0.962686567	2.074626866	2.328358209	1.768656716	75.11254019	78.08391608	75.0	67.68992248	69.17985612	71.97435897	64.92827004
LCC1026_52	2.342857143	2.6	1.914285714	1.571428571	1.9	1.842857143	1.657142857	72.97560976	72.94505495	77.49253731	74.14545455	74.4962406	66.23255814	66.93103448
LCC1027_52	1.984375	2.2265625	1.953125	1.5390625	1.7421875	1.8515625	1.6953125	74.37795276	83.95789474	77.04	75.02538071	74.00896861	80.18565401	72.03686636
LCC1028_0	2.470149254	1.611940299	2.097014925	1.5	2.253731343	2.171641791	1.28358209	77.81268882	70.5	74.79003559	73.99004975	78.67549669	74.73539519	67.55813953
LCC1031_52	2.425	1.825	2.075	1.4	2.1	1.65	1.575	77.11340206	75.50684932	74.40963855	80.0	78.52380952	71.93939394	79.49206349
LCC1032_0	2.397058824	1.889705882	2.441176471	1.220588235	1.970588235	2.279411765	1.073529412	79.85276074	72.40466926	84.59036145	64.21686747	71.64179104	77.85806452	63.56164384
LCC1032_52	2.022727273	1.825757576	2.606060606	1.704545455	1.984848485	2.462121212	1.53030303	70.98127341	69.49377593	75.09302326	68.28444444	68.64122137	75.32307692	62.57425743
LCC1033_0	2.108108108	2.013513514	2.02027027	1.533783784	1.797297297	2.243243243	0.959459459	78.20512821	80.41610738	83.46488294	77.40969163	79.05263158	79.18072289	68.95774648
LCC1033_52	1.875	1.678571429	2.535714286	1.428571429	1.535714286	1.589285714	1.482142857	90.0952381	79.61702128	97.71830986	82.45	69.06976744	73.39325843	73.63855422
LCC1034_0	2.198113208	1.622641509	2.481132075	0.754716981	2.396226415	1.764150943	1.160377358	78.24892704	78.23255814	83.55893536	75.1	90.80314961	81.7540107	64.84552846
LCC1034_52	1.838235294	2.338235294	2.573529412	1.279411765	1.529411765	2.294117647	0.985294118	79.36	78.59119497	84.50285714	76.64367816	72.30769231	79.94871795	61.73134328
LCC1035_52	2.0625	2.3671875	1.8671875	1.203125	1.65625	1.65625	1.546875	84.63636364	89.34653465	86.42677824	73.50649351	82.09433962	73.81132075	68.46464646
LCC1037_52	2.464788732	1.894366197	2.514084507	1.373239437	1.697183099	1.542253521	1.281690141	82.99428571	78.08178439	86.24089636	77.35384615	74.37344398	72.85844749	67.01098901
LCC1038_52	1.923728814	2.152542373	2.262711864	1.305084746	2.508474576	1.771186441	1.474576271	75.08370044	71.60629921	79.05617978	76.18181818	76.60810811	73.22488038	68.66666667
LCC1040_52	2.32	1.68	2.71	0.73	2.29	2.01	1.64	80.22413793	71.47619048	82.37638376	61.09589041	73.36244541	72.19900498	68.80487805
LCC1042_52	2.888888889	2.25	1.666666667	1.305555556	1.555555556	1.0	1.805555556	90.5	91.55555556	75.4	65.61702128	76.64285714	66.11111111	75.26153846
LCC1043_0	2.0	2.0	1.703125	1.671875	1.671875	1.71875	1.359375	74.75	84.25	92.73394495	79.36448598	74.80373832	89.01818182	83.35632184
LCC1044_52	1.925	2.125	2.383333333	1.258333333	1.758333333	1.933333333	1.125	83.56709957	91.0745098	88.82517483	65.85430464	68.34123223	75.60344828	75.28888889
LCC1045_52	2.083333333	2.048611111	2.368055556	1.430555556	1.597222222	1.763888889	1.222222222	86.10666667	79.45762712	88.6568915	82.05825243	74.93913043	74.06299213	65.59090909
LCC1046_0	1.380952381	2.142857143	2.119047619	1.523809524	1.619047619	1.952380952	1.452380952	74.34482759	88.93333333	88.4494382	81.625	78.58823529	83.07317073	72.6557377
LCC1046_52	1.918032787	2.885245902	2.360655738	1.016393443	1.893442623	2.31147541	1.385245902	67.67521368	82.19318182	74.125	65.32258065	71.63636364	71.37588652	65.72781065
LCC1047_0	1.8	1.66	1.94	1.46	1.9	1.9	1.7	79.42222222	80.14457831	83.17525773	76.32876712	80.12631579	81.01052632	85.31764706
LCC1047_52	2.353448276	2.362068966	1.956896552	1.034482759	2.387931034	1.913793103	1.431034483	76.64468864	84.40875912	73.02202643	67.0	74.74368231	70.32432432	66.36144578
LCC1048_52	2.375	2.125	1.794117647	1.227941176	1.852941176	2.264705882	1.654411765	78.46439628	78.13148789	73.52459016	73.84431138	76.33333333	76.14285714	67.18222222
LCC1049_52	2.142857143	1.828571429	2.357142857	1.471428571	2.385714286	1.628571429	1.414285714	73.06666667	78.4375	81.16363636	77.3592233	74.8502994	72.49122807	69.45454545
LCC1050_52	1.839285714	2.25	2.375	1.517857143	2.125	1.803571429	1.196428571	74.29126214	84.19047619	82.55639098	80.42352941	71.56302521	71.20792079	62.92537313
LCC1051_0	2.15	1.757142857	2.45	2.057142857	1.878571429	2.114285714	1.25	76.73089701	72.7804878	80.18658892	69.77777778	70.75285171	73.68918919	62.74285714
LCC1051_52	2.415492958	1.88028169	2.035211268	1.661971831	1.753521127	1.704225352	1.577464789	79.24198251	84.82397004	79.08650519	74.10169492	73.59036145	70.67768595	73.21428571
LCC1054_0	1.61	2.13	2.31	1.73	1.92	1.86	1.18	75.67701863	81.05164319	80.20779221	92.30057803	75.4375	73.39784946	67.11864407
LCC1055_0	1.670731707	1.573170732	2.085365854	2.085365854	1.573170732	1.682926829	1.5	75.73722628	72.62015504	96.14035088	92.02339181	81.27131783	70.98550725	79.67479675
LCC1056_0	1.949275362	1.84057971	2.268115942	1.405797101	1.97826087	1.666666667	1.586956522	78.95910781	76.86614173	85.34185304	78.55670103	79.25274725	76.85217391	72.93150685
LCC1057_0	2.307017544	2.236842105	2.052631579	1.298245614	1.903508772	2.149122807	1.877192982	72.121673	71.52941176	81.00854701	66.16216216	70.34101382	74.62857143	67.73831776
LCC1057_52	2.0	2.606060606	2.393939394	0.962121212	2.053030303	2.03030303	1.606060606	69.28787879	80.19767442	76.79746835	63.24409449	75.14391144	72.25373134	66.47169811
LCC1060_0	1.872340426	1.808510638	1.787234043	1.617021277	1.840425532	1.20212766	1.35106383	89.68181818	87.36470588	91.0952381	94.13157895	88.0	76.21238938	78.07874016
LCC1060_52	2.815789474	1.868421053	1.833333333	1.026315789	2.359649123	1.859649123	1.149122807	91.6635514	77.33333333	80.72727273	65.05982906	72.5204461	72.22641509	67.17557252
LCC1061_0	2.037878788	1.78030303	1.977272727	1.333333333	2.181818182	1.757575758	1.560606061	81.66542751	78.96170213	84.81226054	82.11363636	78.61111111	75.93103448	71.02912621
LCC1061_52	2.632352941	2.705882353	2.044117647	1.044117647	1.647058824	1.955882353	1.323529412	80.73743017	84.52173913	73.43884892	62.14084507	69.67857143	73.05263158	65.06666667
LCC1062_0	2.206349206	2.365079365	2.19047619	1.071428571	2.26984127	1.873015873	1.111111111	78.30215827	78.22818792	81.89855072	68.85925926	79.16083916	71.11864407	68.54285714
LCC1062_52	2.798611111	2.284722222	1.944444444	1.236111111	2.055555556	1.965277778	1.4375	76.28784119	78.37082067	71.15714286	68.4494382	73.72972973	72.07067138	63.49758454
LCC1064_52	2.079365079	2.23015873	2.103174603	1.650793651	1.849206349	2.126984127	1.595238095	76.1221374	79.3024911	76.57358491	69.71153846	70.18025751	74.23880597	63.34328358
LCC1065_0	2.532258065	1.838709677	2.040322581	1.508064516	1.967741935	1.725806452	1.322580645	81.17197452	75.14035088	82.49802372	76.49197861	77.8852459	73.19626168	70.34146341
LCC1065_52	2.548387097	2.475806452	2.258064516	1.169354839	1.540322581	2.10483871	1.072580645	85.64556962	78.94462541	77.14285714	75.55862069	68.52356021	72.35249042	61.44360902
LCC1066_0	2.181818182	1.931818182	1.954545455	1.727272727	2.204545455	1.818181818	1.318181818	77.75	80.37647059	81.1627907	67.89473684	84.20618557	68.4	67.65517241
LCC1067_0	1.708955224	3.007462687	2.52238806	1.141791045	1.955223881	1.328358209	1.604477612	71.12663755	88.16873449	79.92899408	59.4248366	71.19083969	65.50561798	73.30232558
LCC1067_52	2.175	2.225	2.6	1.625	1.4625	1.875	1.4125	78.89655172	79.3258427	79.98076923	68.98461538	73.5042735	71.46666667	63.96460177
