	dominance_gini	observed	diversity_shannon	diversity_gini_simpson	Faiths_PD
LCC1042_0	0.99566012949456	57	2.15051243435499	0.747762884356376	3.74800238985
LCC2045_0	0.996575886399108	43	2.0998986636902	0.834969480975254	3.4922672826500003
LCC1048_52	0.984188393417933	198	3.45707839257309	0.92682531786345	5.28900857785
LCC1001_52	0.986489340538258	175	3.16059409291603	0.895626090228582	3.81283952185
LCC1060_52	0.991021372942278	87	3.06070367044465	0.925714378748414	4.34118318695
LCC1037_52	0.995400274205146	43	2.40947542056458	0.875463732413725	2.7836119112500004
LCC1113_0	0.992818661447299	68	2.81768532883251	0.906711311740239	3.4932366587500003
LCC2022_0	0.992702761207374	81	2.80812238204037	0.889773847723071	4.28932712875
LCC1028_52	0.992016448735657	98	2.91398646795584	0.909483472803822	3.4512700594500005
LCC1003_12	0.994509242523704	91	2.3981233973167	0.837959529374966	2.52122517115
LCC1010_0	0.994423146007216	47	2.55331494728036	0.86976015819318	3.3760560335500003
LCC1137_52	0.987808029221837	169	3.31096073395836	0.932450808700106	3.77078802625
LCC2054_0	0.992587271152786	66	2.8816091384853	0.92003297718778	2.96453547775
LCC2062_0	0.985559815509102	124	3.56153576619666	0.959392197856751	5.05931996455
LCC2025_0	0.998656094980695	23	1.14935995929586	0.55594923770046	1.7626266391499998
LCC1044_0	0.994590811010133	92	2.46381931968196	0.857930722520197	4.36388371395
LCC1058_52	0.99043620891676	103	3.04344554182443	0.909768186108328	2.58044129675
LCC1085_0	0.993636162221471	68	2.73402291388976	0.908077297260245	4.169949269449999
LCC1154_52	0.986266175063399	158	3.29175672583689	0.913271980271135	4.70663286115
LCC1084_12	0.993523671234593	82	2.63399340942635	0.864440264996799	3.03056435785
LCC2059_0	0.99290132844184	67	2.80616309874579	0.903565237645412	4.53324638985
LCC1040_0	0.994196970572482	75	2.51734848967506	0.85085404257738	3.63440827605
LCC1050_52	0.988116286536659	167	3.09063826606582	0.885155157860768	3.08700329875
LCC1082_12	0.998734284753971	26	0.972463874090127	0.412274122653075	2.17048773945
LCC2069_52	0.995213016159052	94	2.34156345956244	0.833920696836883	1.5694272489500003
LCC1004_12	0.989633316955898	73	3.19433409506521	0.93304761735647	5.704689136250001
LCC1073_52	0.99212112701134	69	2.89339916183185	0.900932149124141	3.64539344965
LCC1122_0	0.989981948472899	102	3.14693562223498	0.926538829573459	4.205167976049999
LCC1066_12	0.997156731477678	42	1.83185168005156	0.737257976242961	3.19224912155
LCC2024_52	0.977337891460166	212	3.80426927184273	0.941051734157769	6.48963569575
LCC1080_0	0.994045587259969	43	2.59004612263458	0.865442714292338	5.11547853965
LCC1020_0	0.995784188416989	45	2.29088033723241	0.84966009313496	2.7582653119500007
LCC2041_0	0.995195874698848	54	2.41840822845877	0.856756873239306	3.50192152215
LCC2015_52	0.989526030778306	114	3.17141777794271	0.92795429739585	3.7435416464500006
LCC1100_0	0.997723869891154	23	1.6980514241778	0.7640896633222	2.12736869565
LCC2046_0	0.995753787970483	57	2.09207717023699	0.726386441264739	2.33118207015
LCC1070_12	0.993742563816879	64	2.7141128963648	0.90268200188946	4.584832464349999
LCC1105_12	0.996926461776062	41	1.98849253842548	0.81536851830256	2.18653031165
LCC1011_12	0.990992475344732	87	3.07446089999341	0.93126348464424	5.02819621415
LCC2013_52	0.98419735976838	124	3.54718383497597	0.941521796512992	5.65354794265
LCC2075_0	0.998231345295453	44	1.17146983214223	0.480090781476119	2.10076597235
LCC2063_52	0.98898692433167	153	3.15761940201414	0.91485388260082	4.69927688205
LCC1137_0	0.99624078112606	37	2.19403055644429	0.849499292949793	1.89718016935
LCC1067_12	0.992644354329029	86	2.86000594708388	0.908487344656327	3.66171114385
LCC1102_12	0.994604107561293	62	2.40932093555709	0.811297161325899	4.25455316335
LCC2027_0	0.994632728295643	63	2.50723458725425	0.86446935651574	2.99870970905
LCC1008_12	0.993189270013672	59	2.78926936367342	0.904350294751032	3.25194879535
LCC1116_12	0.994103975272449	94	2.36018708321156	0.784947451071862	3.279402834949999
LCC1062_52	0.983612852612813	195	3.5410103668651	0.9406076083291	4.4351590213500005
LCC1152_52	0.98988069799953	149	2.99675151083085	0.893749718912898	3.53795629755
LCC1097_0	0.992001608659561	86	2.86047512155701	0.891072879476176	4.39926007155
LCC2075_52	0.990636174077406	126	2.9840731010185	0.900840615879294	3.88578040435
LCC1031_52	0.9922884667444	85	2.90067525543458	0.911745975791755	3.65071115785
LCC2050_0	0.996107409591036	42	2.17024005463558	0.807910920518756	2.37894807085
LCC1030_52	0.975543040045306	210	4.0129122426013	0.966363980382305	5.565421895249999
LCC1055_52	0.98805190270428	190	3.23542086499356	0.924064054956253	4.15910368765
LCC1106_0	0.994940243473433	57	2.47620839999104	0.867467227336286	3.48310409505
LCC1065_12	0.992468444199961	84	2.79855542011896	0.884016412068314	4.625917403849999
LCC2060_52	0.985710150720079	138	3.4519839865566	0.940641510566014	4.49343135935
LCC1072_0	0.994036281863639	62	2.65784372660128	0.892998578085847	3.64350155015
LCC1093_12	0.994140825020557	56	2.59206535601203	0.867597230874125	3.92960747005
LCC2003_0	0.994665520132378	43	2.56646736087614	0.89506823679124	3.49083761345
LCC1025_12	0.988908376172091	103	3.21663703122771	0.92444389478314	4.09439551605
LCC1106_12	0.98981830689465	119	2.99617607068329	0.88586258924848	4.14099025515
LCC1069_12	0.994838822232302	54	2.50845473985121	0.876203565983522	3.88328885875
LCC1102_0	0.99035783778475	72	3.13977238671784	0.932626121733211	5.027811868050001
LCC1128_0	0.996980885850726	49	1.96498986955975	0.812720562675859	2.45823269855
LCC1046_0	0.996546020216444	24	2.10569940717893	0.812663156996065	2.3616989112500004
LCC1091_0	0.992970870711527	90	2.62141284853262	0.8371686257373	3.5268143596500003
LCC2057_0	0.994188152123553	60	2.64226445115604	0.90608964324214	3.55924495865
LCC1074_0	0.992398992388306	76	2.90458177872086	0.91869662493914	3.92148707875
LCC1094_52	0.983099144141342	137	3.65622325440693	0.953357851510141	5.69802403145
LCC2032_52	0.991486036000693	110	2.91438968958517	0.897202695947637	3.56862408865
LCC1041_0	0.992525658325925	91	2.8686002862878	0.910751814540614	2.35760500145
LCC1142_12	0.995369136933494	54	2.36169666550001	0.851172706972453	3.47776416845
LCC1003_0	0.992636249420849	79	2.87931627599064	0.92123669213612	3.2105860657500003
LCC1140_0	0.995299662049453	42	2.42301112876215	0.867671692330922	3.1043062315500003
LCC1113_52	0.987323305127726	127	3.41808384548164	0.953546269791634	4.281593248749999
LCC1122_12	0.994626822103782	78	2.46333366422818	0.847046288691034	3.73371953205
LCC1114_12	0.992307933317942	97	2.82718746199543	0.891597818412155	3.69936952005
LCC2003_52	0.978753398949799	215	3.84668897864213	0.957966855236764	4.56483859475
LCC1012_12	0.986234705244735	133	3.42185145094517	0.934249670335291	5.992333984549999
LCC1150_0	0.995663637160709	57	2.22904672515542	0.826666163557861	3.65121201895
LCC2030_0	0.996013422957951	42	2.24591569074863	0.848605313872669	3.63183397655
LCC1039_52	0.994926436282494	82	2.39680271844409	0.842749947218161	3.10577859415
LCC1036_0	0.997086744149836	40	1.74484513905744	0.652489322702903	3.05933058595
LCC1061_12	0.986850992968419	113	3.4664081913312	0.955100284058824	4.79292858315
LCC1122_52	0.993923774516481	86	2.59338962980524	0.867511916718615	3.43642278105
LCC1017_12	0.993488646353549	69	2.62843560234474	0.853545595397244	4.882581917450001
LCC1131_0	0.961317040179502	318	4.42354671326719	0.973420787762349	6.208196758550001
LCC1023_52	0.989822987153786	135	3.08654643384142	0.91395644081976	3.48954129695
LCC2028_52	0.985886962006282	138	3.47590292765735	0.945176176578392	4.64645182945
LCC2021_0	0.99597563623213	51	2.21525060682923	0.82209927615024	3.10656498105
LCC1030_12	0.993305617918538	64	2.752893099803	0.896423135060918	2.65907475405
LCC2037_52	0.991331122796472	107	2.84810989944414	0.867799295227073	3.46614946125
LCC1039_12	0.994387081957038	77	2.3014779630567	0.751830411437661	4.06397006985
LCC1124_0	0.990796518088377	115	2.85798856612226	0.856678922896337	3.993129798450001
LCC1153_52	0.989630352785438	106	3.17882343223499	0.92916521525936	3.5558714331500005
LCC1155_0	0.994860483507998	43	2.47055874166756	0.85438545964468	4.28666448945
LCC2031_0	0.997882374609956	48	1.15698732477327	0.402418198973844	2.63608643445
LCC2067_0	0.996119889139764	34	2.219633910982	0.831670577874178	4.00843331565
LCC1109_52	0.991721403750188	105	2.95871690203882	0.91617724476862	3.16013157335
LCC1002_52	0.989192848746834	160	3.08722646999813	0.910082117382328	3.1834018682500003
LCC1014_12	0.990997234049752	132	2.65202157642703	0.790495520621248	4.21192283825
LCC1020_12	0.99551887402096	58	2.2686829379257	0.79965201930378	2.8851855101500004
LCC1034_52	0.993640756536128	104	2.12647760029023	0.67757032391722	3.22021127465
LCC1031_12	0.988933095804507	68	3.29747248585091	0.947945041875599	5.50333831955
LCC1085_12	0.995919220717129	48	2.18111475093764	0.789440092864311	3.85319811395
LCC1076_0	0.992913469914156	83	2.56170162607662	0.800904497506349	4.11363255845
LCC2010_0	0.991593720917847	68	2.98531950290733	0.930007706424969	4.52058105605
LCC1004_52	0.992685185217871	70	2.79606369666347	0.89055032553012	4.18002183765
LCC1050_12	0.990243127299083	123	3.06772365579592	0.91844270441856	3.65197252305
LCC1033_0	0.995449966354109	76	2.23671624997653	0.79926570832238	2.3236174917500003
LCC1091_12	0.991399803705699	89	2.72102249866238	0.823908602746166	4.3390713107500005
LCC1094_0	0.994054683189252	51	2.67712495991843	0.907731462459463	3.42967695745
LCC1086_0	0.997163164573284	49	1.82593380850331	0.733298401982651	2.41614320585
LCC1074_12	0.996480519242005	56	1.95670340678835	0.716161613442364	2.93295643185
LCC2010_52	0.98127970712191	224	3.53395058541683	0.926062758588106	3.763456029450001
LCC1042_12	0.994220345144981	54	2.64586092882535	0.897321312011529	3.00412871865
LCC1086_52	0.988885857664084	108	3.26276873482529	0.937066506542912	3.97099179435
LCC1062_0	0.989599616090006	103	3.04846530404246	0.890971953569723	5.20670991125
LCC1021_52	0.990245581542721	112	3.11944117670438	0.923931815538977	4.36007453915
LCC1042_52	0.992934685351806	96	2.77960906743967	0.904322124934344	2.25567969945
LCC1068_52	0.983208635533867	209	3.54757423398709	0.935255605974455	3.47927562535
LCC1151_12	0.985061262562152	156	3.51641433508682	0.947326112972367	3.97375504265
LCC1043_12	0.991564613409814	76	2.9713442074552	0.914592332860717	3.92012287715
LCC1105_0	0.9958453432984	53	2.24577343810662	0.82162034529286	3.19637928505
LCC1138_52	0.988020692403836	161	3.15695869020941	0.890286411905653	3.8151687869499993
LCC1095_12	0.996602241036955	54	1.74140274807743	0.6279066178742	3.542581046549999
LCC1027_52	0.992571506622409	104	2.8180984222139	0.899817735203598	3.0779167334500004
LCC1021_12	0.992131563125706	72	2.91719082133455	0.913081200043203	3.9288358198499993
LCC1136_0	0.994625811567404	77	2.27008634248946	0.764796111346097	3.63044404465
LCC2020_52	0.986380762544124	122	3.49848558789317	0.955068369042935	3.88512331105
LCC2055_0	0.995257479205237	61	2.42861630426507	0.868107624741938	3.6956540966499993
LCC1118_52	0.992467432434108	96	2.87939246959632	0.91260070348394	3.16042472455
LCC1069_0	0.996226370223851	42	2.18682704242101	0.82543899336231	2.7906111223500005
LCC1157_12	0.994938463862296	42	2.514855547037	0.885471232260418	2.9869172124500003
LCC1049_52	0.992300356430286	121	2.45313620775361	0.768977361672394	3.1589940198500006
LCC1009_12	0.994432096575035	42	2.60494074590892	0.899009577683447	2.7772989820500005
LCC1135_12	0.991653496745726	136	2.61210246559611	0.8107815254241	3.42899819165
LCC2071_0	0.995081929495278	101	2.09866425326581	0.747821874532488	3.13934351895
LCC1053_12	0.99236844592697	58	2.90929323040108	0.922752948389031	4.98593010385
LCC2064_52	0.98663183415535	124	3.40710443568477	0.938379520482687	5.55188136375
LCC2029_0	0.992458548484167	71	2.88836261827579	0.916451914569649	3.81939255435
LCC2031_52	0.982846757330133	198	3.60678756282641	0.947626193476274	2.7490885743500004
LCC2032_0	0.994268511009863	39	2.6314604476011	0.906114135154058	2.53706884395
LCC1088_52	0.974239412477864	254	3.97158151821004	0.957085384800234	5.01798615905
LCC2059_52	0.987150235553958	115	3.40791948323127	0.94394475441118	4.75653622855
LCC1023_12	0.993622789537471	83	2.69664266662145	0.897657544625326	3.06057466505
LCC1011_52	0.969537116886158	270	4.19556237387714	0.96978731764934	6.660614478449999
LCC1138_0	0.986451533690946	111	3.45559614683619	0.945893590452293	3.96291827145
LCC2001_52	0.994895972614054	81	2.38584499122301	0.864751763467011	2.39216158955
LCC1110_0	0.993330086787798	101	2.54456805414473	0.818529941367034	3.0372381098500005
LCC1145_0	0.991679581058711	97	2.97227216693816	0.915918608840059	3.79013265425
LCC1009_0	0.993801373634859	47	2.66121722496431	0.88285269465504	4.28497851475
LCC2004_52	0.994714855313628	80	2.45044162353295	0.850741588918622	2.60143870575
LCC1143_52	0.99245082585475	82	2.87359143257873	0.908693547058317	3.62039723705
LCC1002_0	0.992805725425085	70	2.84503597618178	0.910370866823064	3.13634368635
LCC1139_12	0.993386245338195	89	2.69857763377937	0.884949696811346	3.61021422095
LCC1130_0	0.998675068141318	23	1.00510514827515	0.420139741290947	1.33709302785
LCC1015_12	0.995048354006398	79	2.37253631329875	0.822088790464033	2.6387913598500004
LCC1045_52	0.991118322349971	88	3.04585952203729	0.925922891427906	4.025789716549999
LCC1087_52	0.991160784660674	154	2.82654701905959	0.882510272012556	2.94263078035
LCC1019_12	0.996803956117548	40	1.99667697510567	0.778993537733004	3.90370864905
LCC1145_12	0.993999844119045	84	2.61625841154037	0.87807445386004	3.14205685535
LCC1014_52	0.975087575363215	259	3.97720900270171	0.962922034876014	5.43103795225
LCC1149_52	0.993662536071685	112	2.59292450218102	0.863484700216825	2.75801599805
LCC1077_52	0.993804517433555	98	2.69353488622072	0.900453783118902	3.75039938985
LCC2018_52	0.99286844191947	114	2.35110502926197	0.72012719189362	3.82938466235
LCC1020_52	0.968815954193968	348	4.22701763326001	0.972651238298003	4.84273129385
LCC1101_52	0.992405343883876	104	2.81136977995034	0.886633191524271	2.98112908005
LCC1075_52	0.992759638375425	94	2.77725533230326	0.888421626533035	2.0938508455500005
LCC1137_12	0.994260066960838	109	2.5283794560938	0.85084024173866	2.99829720905
LCC2058_52	0.996128249757166	84	2.02936713222791	0.777527128065658	2.4644179721499992
LCC2025_52	0.98628622187246	105	3.51360683169887	0.960508538614517	5.40613135535
LCC2045_52	0.993849232984005	56	2.61755357446207	0.86845509358792	3.4006128456500004
LCC1101_0	0.997222193266833	33	1.80974477217719	0.720416231849924	1.46555047795
LCC2048_52	0.988772167784436	128	3.20484636210797	0.926117932253156	4.179361397049999
LCC1123_0	0.997821437054547	29	1.62866903137066	0.70918047046273	1.88940233345
LCC2033_0	0.995622094767	57	2.32940975641635	0.848126672036575	3.412920742950001
LCC2013_0	0.995876197546803	49	2.20701780477834	0.814384922381096	3.16884702795
LCC1079_12	0.992661942780353	92	2.84906502095768	0.914478494136046	3.4493739766500005
LCC1079_52	0.977330675460536	161	3.9997343014803	0.971702461465178	6.6114627533500006
LCC1075_0	0.991088103556084	97	2.98463476093124	0.902302177121193	3.88554992865
LCC2062_52	0.988882856039714	95	3.27359333889091	0.94008978306224	4.67767404645
LCC1068_12	0.991292552233866	91	3.05059614149555	0.93044138859712	4.19386166385
LCC1073_12	0.995448508521583	60	2.10499792923336	0.713407894268249	3.87730697145
LCC1143_0	0.998379012696274	46	1.05374605290232	0.402120704049226	1.60951573985
LCC1157_0	0.996130844564571	33	2.21201656038118	0.841865956697258	2.99748197035
LCC1059_52	0.99534084746569	103	2.10279663850949	0.74508988559991	2.50982516755
LCC2072_52	0.984871690457805	149	3.5549868399588	0.94924396574584	5.58267604995
LCC1121_52	0.994019200449907	63	2.64392924132586	0.901004931264117	3.14940485795
LCC1001_12	0.993641371016447	100	2.53389549487139	0.840239070131518	4.0247876727500005
LCC2022_52	0.996400088808966	80	1.91719615595794	0.701200917309394	3.26883768215
LCC2043_0	0.995885874241589	72	2.26938559728679	0.83828541313488	3.24732765365
LCC1026_52	0.993664379424874	125	2.48179655269973	0.816191309862203	3.36727320015
LCC1134_52	0.993973407264471	99	2.39947210048859	0.793430122303175	2.35437218905
LCC1083_52	0.987406393334862	128	3.25626153991748	0.918598999586411	3.40555385895
LCC1057_0	0.995389141683341	74	2.1996768286593	0.756121330739878	3.5511430847500005
LCC1125_12	0.992762656487661	92	2.7720252301406	0.891613950164821	3.99335105005
LCC2051_52	0.993250133139131	90	2.68403146778272	0.869921502220665	4.6196629947500005
LCC2053_52	0.994319076149974	94	2.49764187502468	0.858711371093117	2.4372934789500005
LCC1032_52	0.986623273510645	159	3.23520899704542	0.905162205941852	4.7444441183500015
LCC2021_52	0.990236320143921	106	3.09662940335316	0.922202342403037	4.09364435355
LCC1025_52	0.99203991786339	83	2.92781904600076	0.914463077926812	3.75331780955
LCC1141_0	0.996333232451856	55	2.02877015960164	0.739145212275335	3.14354354895
LCC1140_52	0.994563618201876	85	2.37838148952667	0.82297820421558	2.90450420445
LCC1028_12	0.996075680308881	43	2.18027516980424	0.81196853387408	2.77972637165
LCC1088_0	0.99561254137041	51	2.31106446995753	0.841257561821624	2.46108772535
LCC2030_52	0.991654844691646	129	2.60871445593389	0.793355429761436	4.738948500149999
LCC1124_12	0.985140881548999	150	3.34132934926329	0.898410579181712	4.94244198865
