sampleID	Temporal_Gyrus_(mid)_Left_Supramarginal_Gyrus_left	Frontal_Gyrus_(mid)_Left_Supramarginal_Gyrus_left	Superior_Frontal_Gyrus_(ventral)_Supramarginal_Gyrus_left	Frontal_Gyrus_(mid)_right_Supramarginal_Gyrus_left	Temporal_Gyrus_(mid)_right_Supramarginal_Gyrus_left	Supramarginal_Gyrus_right_Supramarginal_Gyrus_left	Frontal_Gyrus_(mid)_Left_Temporal_Gyrus_(mid)_left	Superior_Frontal_Gyrus_(ventral)_Temporal_Gyrus_(mid)_left	Frontal_Gyrus_(mid)_right_Temporal_Gyrus_(mid)_left	Temporal_Gyrus_(mid)_right_Temporal_Gyrus_(mid)_left	Supramarginal_Gyrus_right_Temporal_Gyrus_(mid)_left	Superior_Frontal_Gyrus_(ventral)_Frontal_Gyrus_(mid)_left	Frontal_Gyrus_(mid)_right_Frontal_Gyrus_(mid)_left	Temporal_Gyrus_(mid)_right_Frontal_Gyrus_(mid)_left	Supramarginal_Gyrus_right_Frontal_Gyrus_(mid)_left	Frontal_Gyrus_(mid)_right_Superior_Frontal_Gyrus_(ventral)	Supramarginal_Gyrus_right_Superior_Frontal_Gyrus_(ventral)	Temporal_Gyrus_(mid)_right_Superior_Frontal_Gyrus_(ventral)	Temporal_Gyrus_(mid)_right_Frontal_Gyrus_(mid)_right	Supramarginal_Gyrus_right_Frontal_Gyrus_(mid)_right	Supramarginal_Gyrus_right_Temporal_Gyrus_(mid)_right
LCC1157_52	0.159440117	-0.099786132	-0.3531606	0.082145911	0.249481342	0.643941334	0.010898468	0.39909135	0.046617917	0.880972612	0.337093863	0.403411471	0.449778837	0.052091854	-0.193385608	0.062147006	-0.192970222	0.366147178	0.208358527	0.003332145	0.527728614
LCC1159_0	0.490567777	0.318757705	0.171219742	0.118728491	0.26852412	0.466808473	0.739744266	0.536538573	0.413822255	0.881562797	0.34983633	0.669286804	0.498954461	0.669426861	0.356635116	0.794355332	0.105472918	0.947098495	0.909548982	-0.028328328	0.215027727
LCC1159_52	0.513805636	-0.002882515	-0.164722981	-0.259721482	-0.161797775	-0.308328324	0.440216366	0.68247842	0.221874411	0.309788668	0.20523751	0.548853338	0.113598633	0.438831485	0.191710289	0.392315556	0.482201935	0.438823575	0.401104428	0.532600675	0.167817716
LCC2001_52	0.495071614	0.023732782	-0.384445118	-0.182272837	-0.737397983	0.702359948	0.621810064	0.117194693	0.08660601	0.010696079	0.282730607	0.295827716	0.523078228	0.216349435	0.256163696	0.351960102	-0.174404746	0.620571418	0.557123187	0.223910684	-0.283351029
LCC2002_52	0.416356095	0.321456328	0.195210673	0.287598906	0.286322978	0.512779981	0.936531024	0.425338417	0.636560995	0.574253303	0.299135831	0.735628068	1.301769255	0.637552772	0.227063594	0.751233968	0.370921598	0.639791999	0.622324413	0.365963748	0.608217529
LCC2004_52	0.740225669	0.438670523	0.06265647	0.583558601	0.664018644	0.491198823	0.601091896	0.319032322	0.711227768	0.628591707	0.198659087	0.33752661	0.577546965	0.415904691	0.281448562	0.394851734	-0.184866671	0.126615247	0.740943258	0.466440673	0.542110103
LCC2005_52	0.64678815	0.220378057	0.631327922	0.360028353	0.580582745	0.122492454	0.652996995	0.974460133	0.864790791	0.746899313	0.035227869	0.845578994	1.3787041	0.672840251	0.139136199	1.18521122	-0.138185288	0.861577398	0.812036457	0.127073927	-0.029296265
LCC2006_52	0.789951483	-0.118197139	-0.33044349	0.86622203	0.425365642	0.210539684	-0.261821787	-0.015910403	0.731780665	1.071262063	0.547157508	-0.233878395	-0.227864636	-0.229839925	-0.059052267	0.145858081	0.296475965	0.195933356	0.792556879	0.459207897	0.626074518
LCC2007_0	-0.116548172	0.061070639	-0.108165196	0.237624564	0.219499826	0.358809732	0.305119972	0.433485084	-0.086998201	-0.107232869	-0.341686455	0.806675349	0.839709225	0.642155915	0.543134913	0.440359909	0.352907444	0.562789018	1.123481524	0.890189	0.914747053
LCC2008_52	0.546873067	0.618448081	0.165416115	0.248873047	0.334804821	0.553662583	0.466738257	0.84077807	0.727950849	0.427354881	0.713517909	0.339769803	0.455784858	0.276820839	0.49148475	0.829850686	0.531296835	0.308415602	0.312631264	0.603598887	0.635093266
LCC2010_52	0.08038971	0.321145863	0.218422313	0.350314318	0.585575287	0.749278525	0.648758363	0.703962588	0.29919087	0.579018703	0.036722014	0.79579902	0.458047137	0.826021486	0.325995365	0.372438415	0.190181265	0.637676327	0.392871787	0.414629393	0.570507281
LCC2012_0	0.451489718	0.604213299	0.213221344	0.155092069	0.535609585	0.144889749	0.506226286	0.306270624	0.311395101	1.125441946	0.837608337	0.660055422	0.556401935	0.481889376	0.045491272	0.478990057	0.056339821	0.387214905	0.371581371	-0.013541647	0.88327389
LCC2013_52	0.355192893	0.530651476	0.342584497	0.677004409	0.999045044	1.272770503	0.783827697	0.422187579	0.718651196	0.442236658	0.268816421	0.828141829	1.304031774	0.55082356	0.512329533	0.713594682	0.39745051	0.560289701	0.624474049	0.605603288	0.993646633
LCC2014_52	0.356366306	0.407441226	-0.126770697	0.230169673	0.036400067	0.050618291	0.197348811	0.149230414	0.413181508	0.601385294	0.51872269	0.454136464	0.722723869	0.346388301	0.392683018	0.445169911	0.380197576	0.30494346	0.40434024	0.830635643	0.4927939
LCC2015_0	0.550003643	0.203884643	0.594565008	0.484886419	0.54282832	0.519408525	0.588282433	0.844281107	0.881634903	0.764328106	0.628171507	0.577730204	0.223816062	0.391293181	0.481969799	0.613210696	0.513859121	0.864041525	1.127989095	0.377025114	0.526375444
LCC2015_52	0.645021015	-0.066217619	0.102838764	0.167229108	0.262613221	0.270234692	0.174571701	0.388677629	0.483520452	0.536643046	0.460499151	0.560252601	0.826934261	0.39347174	0.163629893	0.521071677	-0.106253293	0.19167765	0.612681031	0.502786007	0.671555541
LCC2018_0	-0.086415817	0.134455229	-0.034241202	0.052379954	0.261859574	0.027632177	-0.046924338	-0.124561461	0.110049839	-0.048158823	-0.439672118	0.84700071	0.339333163	0.489945802	0.372498307	0.183199241	0.493752816	0.480159296	0.31087787	0.006091724	0.000133548
LCC2020_52	0.515986874	0.543424784	0.224663122	0.504028118	0.459297846	0.866410875	0.66366604	0.524217155	0.754311132	0.878995571	0.566485997	0.794456563	0.914915039	0.749462433	0.43546653	0.718424487	0.16210679	0.568474416	0.879369656	0.675831713	0.564126747
LCC2021_52	0.435805417	0.253846545	0.206479934	0.236187656	0.276827781	0.348528583	0.255166618	0.028956645	0.180502185	0.412905489	-0.022921867	0.875680114	1.184147773	0.355610775	0.21006287	0.739378995	0.094507543	0.061077299	0.554354987	0.066198016	-0.201070159
LCC2022_52	0.558260179	0.576072482	0.290974894	0.665097167	0.494029173	0.580590754	0.70038186	0.478394428	0.48312102	0.201144221	0.263707706	0.758042526	1.040191652	0.144783805	0.133251674	0.554450305	-0.015312264	0.167927763	0.309949615	0.310358174	0.540695251
LCC2023_52	1.045358872	0.356338576	-0.021660397	0.143946129	0.436804823	0.421994227	0.305977854	-0.202013977	0.020300211	0.461317982	0.265809225	-0.094321514	-0.058946516	0.272099305	0.293809311	0.716218921	0.476903752	0.211986704	0.360993783	0.563240579	0.299107664
LCC2024_52	0.546331497	0.310904671	-0.147744034	0.023082412	-0.024188974	-0.138416092	0.025303453	0.175660755	-0.038374198	-0.185266512	-0.230367801	0.356078468	0.940087845	0.131547548	0.46703006	0.525759231	0.287242047	0.36265691	0.14121706	0.524956353	0.007108689
LCC2025_52	0.797174765	0.805049398	0.615409391	0.858599185	0.558777412	0.99453162	0.843084243	0.919081333	0.620343416	0.459737851	0.727835823	0.668345359	0.779431001	0.305746202	0.737637577	0.744247167	0.562639007	0.626586703	0.718967206	0.967981373	0.577049945
LCC2026_52	0.91948294	0.204875487	0.076461744	0.381786064	0.721500894	0.411766194	0.233262502	0.017431708	0.391079245	0.471466869	0.173828242	0.745154441	0.230238983	0.460669178	0.480250779	0.013059918	0.407747573	0.271562663	0.345577253	0.465925884	0.768730444
LCC2029_52	0.90724269	1.075817508	0.153348748	0.346949011	0.484757469	0.398556817	0.88570634	0.310071343	0.504295643	0.647212661	0.529544848	0.628618144	0.93005949	0.667117859	0.462054084	0.941959875	0.131855294	0.138529722	0.297697812	0.306252191	0.787944163
LCC2030_52	0.139854302	0.219935961	0.207048481	-0.050594005	0.165874178	0.372097139	-0.105318562	0.129623572	-0.085215654	0.398838533	-0.034872422	0.415823861	0.409317291	-0.178885598	0.505937753	0.290416426	0.17946904	0.167371553	0.159341567	0.507388319	0.085188236
LCC2031_52	0.520208825	0.858606567	0.212209903	0.845789823	0.629360966	0.830270748	0.145930952	0.158064806	0.32818782	0.395738431	0.401508428	0.372595671	0.735484749	0.749946358	0.498705165	0.051376552	-0.029827705	0.5980711	0.498282016	0.782135294	0.318714553
LCC2032_52	0.582424354	0.532892152	-0.278447664	0.160027401	0.532456036	0.794655303	0.573932606	0.333721804	0.24974467	0.2278456	0.334247262	0.237816337	0.796560094	0.660308094	0.661843612	0.396076763	-0.111155923	-0.014892737	0.612556737	0.499239319	0.499598828
LCC2033_0	0.2304564	-0.35689166	0.404029058	0.446460234	0.397942243	0.162294678	-0.158507967	0.406155698	0.351582892	0.384314076	0.240610453	-0.092010029	-0.179685294	0.065173344	-0.022392719	0.591892615	-0.180225854	0.372893413	0.664890589	0.16513928	0.017077634
LCC2033_52	0.25451348	0.327844327	-0.003700688	1.046405112	0.367885613	0.506390751	0.553888293	0.219034029	0.011947447	0.301496417	0.131171743	0.390187429	0.130845882	0.446257075	-0.18243634	-0.026388257	0.100417301	0.744888437	0.279563702	0.542554647	0.378098891
LCC2034_52	0.59052614	0.373203609	0.241783902	0.097635538	0.240982529	0.220810662	0.537667178	0.329323876	0.185357748	0.614035832	0.382063868	0.760639898	0.819910826	0.734569138	0.331645253	0.499242924	0.11704357	0.652810218	0.927096138	0.222462037	0.443821759
LCC2036_52	0.81759464	0.629555294	0.145246377	0.775430164	0.606275255	0.687942604	0.972124788	0.586099361	0.899095911	1.107624654	0.873645925	0.66562251	1.05416631	0.972478557	0.818010495	0.401820166	0.342645431	0.53183705	1.260953764	1.078948407	1.280993238
LCC2038_52	0.373921389	-0.106753533	-0.175362192	0.173649709	0.418938075	0.355920229	0.270399884	0.236975886	0.269762238	0.123026332	0.260820229	2.162535592	0.384820016	0.094775828	0.332122218	0.304969722	0.190065572	-0.0146918	0.765599188	0.7115018	0.734710034
LCC2040_0	0.821288962	0.141650803	0.135769996	0.087491725	0.331859789	0.55202827	0.436451578	0.262003543	0.095070877	0.193784031	0.335696056	0.599128681	0.471296723	0.225560026	0.256574728	0.321452315	0.175154634	0.220548222	0.860883481	0.462364999	0.905880656
LCC2040_52	0.525537827	0.076531805	0.055504643	-0.287486232	-0.083359268	0.198736361	0.420689769	0.149286287	-0.119297407	-0.211857872	0.077059808	-0.075965327	0.028645498	0.047895835	0.580394929	0.448695651	-0.345525417	0.213143248	0.870228733	0.006997038	0.179981889
LCC2041_52	0.328113647	0.306435339	0.204983605	-0.51699962	-0.050334177	0.251221139	-0.019943872	0.126070884	-0.216350487	0.143321336	0.337189513	0.832923433	0.099379801	0.315216961	-0.206118618	0.01333812	-0.151856923	0.057594883	0.53249177	-0.126882274	0.149747692
LCC2044_52	0.858682624	0.451258707	0.097833185	0.351035908	0.415928824	0.544819332	0.839896898	0.39140132	0.81650139	1.017061791	0.750474029	0.843193577	1.226835692	0.905562846	0.517423291	0.743545615	0.217794865	0.449255544	1.079927796	0.521718315	0.912075927
LCC2045_52	0.304193029	0.305781802	-0.012000752	0.292757646	0.511477834	0.360509154	0.528184204	0.332921546	0.19447092	0.24559111	0.838187278	0.814217958	0.601894239	0.392225888	0.48838104	0.100994953	0.377956672	0.112671766	0.708769918	0.045814225	0.370158713
LCC2046_0	0.642129118	0.463020799	0.294407116	0.195844965	0.263140941	0.862612093	0.620909784	0.328545018	0.321709526	0.522843013	0.577868156	0.624491874	0.246605612	0.313010643	0.530628619	-0.096037107	0.15853069	-0.077239113	0.537154381	0.164787655	0.550646387
LCC2048_52	0.086822105	-0.104198006	0.114262263	0.203992543	0.502700649	0.738109314	0.463355871	0.269983018	0.29386399	0.568572457	0.486151386	0.463746666	0.520168814	0.22445112	-0.115973547	0.679578183	0.293856873	0.232656214	0.715653592	0.173464759	0.556155998
LCC2051_52	-0.038887667	-0.029307833	-0.470536005	-0.150916471	0.248014693	0.319484678	0.509939832	0.469929583	0.430484131	-0.096697095	0.016191189	0.230629772	0.042963906	0.003278698	-0.099430833	0.541039799	-0.207572125	-0.077947687	0.585537386	0.400448401	0.479162666
LCC2053_52	0.651779698	0.318949129	0.041051431	0.237787654	0.331845749	0.553557086	0.910476031	0.239857033	0.80045504	0.920654515	0.824355316	0.655156989	0.813159157	0.722387313	0.750871887	0.450067645	0.273902889	0.237074425	1.312505283	0.798777506	0.785374332
LCC2054_52	0.407940375	0.223814361	0.184234752	0.339773438	0.354488988	0.735775573	0.460628531	0.395054011	0.125357404	0.235390045	0.279496985	0.6327088	0.362059172	0.335949703	0.212237681	0.274907123	0.046042407	0.371186414	1.118174299	0.536158745	0.558600758
LCC2055_52	0.928526146	0.571284018	0.22117064	0.38583614	0.802306439	1.04443388	1.119223008	0.728978261	0.932344873	0.960931107	0.860337796	1.000333343	1.305660043	0.763151223	0.783172229	1.048211844	0.287382233	0.632299512	0.859123527	0.53236556	0.635006187
LCC2056_52	0.573472677	0.98725266	0.746013242	0.84417681	0.448182046	0.270150602	0.600708789	0.388429973	0.496514426	-0.014447752	-0.12236983	1.092537786	1.120221435	0.186933464	0.304346508	0.817967902	0.366429406	0.065815772	0.229809261	0.16376709	0.287325007
LCC2059_0	0.067292066	0.03760734	0.467998133	0.107790928	0.105816799	-0.043456905	0.10431929	-0.049336847	0.647883232	0.532878357	0.185142433	0.559922376	0.331118579	0.379265802	0.291591678	0.208954614	0.024338168	0.093054336	0.321189778	-0.030414694	0.706741825
LCC2059_52	1.098355854	-0.00112441	0.380403031	-0.138937074	0.128766569	0.783238817	-0.034808953	0.268527768	0.00783516	0.219742573	0.371891256	0.280088229	0.657824701	0.20403866	0.204031912	0.442274522	0.013181975	0.262613962	0.642544469	-0.10830974	0.17728187
LCC2060_0	0.824517695	0.679959994	0.041880989	0.610353505	0.978679721	0.723206633	0.444062239	0.19104045	0.664599562	0.816114888	0.348212023	0.268206486	0.796441455	0.658252908	0.450043121	0.327858483	0.124845666	0.086422595	0.993735856	0.775859779	0.705457755
LCC2060_52	0.453110915	0.239262178	0.062896463	0.154597179	0.548076457	0.561483272	0.575490938	0.041338639	0.426156384	0.674043698	0.424759945	0.642421276	0.559898484	0.398796478	0.332942972	0.329790673	0.050492735	-0.146449533	0.756282483	0.591658238	0.858434506
LCC2061_0	0.248037435	0.221862093	0.38845466	0.488915072	0.292489482	0.201498855	0.90676656	0.78369857	0.579554456	1.075226986	0.732120709	0.636908908	0.339772132	1.082358485	0.6050737	0.410576957	0.263646362	0.546361976	0.590655605	0.456539443	0.643883077
LCC2061_52	1.156572533	0.427649456	0.598830525	0.908822945	0.869868403	1.07686058	0.385459904	0.648077805	1.170029435	1.059340526	0.856566259	0.38944333	0.35349404	0.463204921	0.450674501	0.740951833	0.602892754	0.574926957	1.109942823	0.782690535	0.815926032
LCC2062_0	0.85381108	-0.52564875	0.34080505	0.47885253	-0.146955606	0.202597182	-0.281697813	0.365421069	0.500364975	0.179387329	0.209524407	-0.094232237	-0.031217939	0.448333727	-0.014080392	0.505102871	0.216165267	0.00831764	0.162473573	0.028444822	0.023339814
LCC2062_52	-0.141131655	0.034952065	-0.067010516	0.12916277	0.224217696	0.315083	0.28458209	0.305935768	0.178517479	0.019649865	-0.084849091	0.55348453	0.079873889	0.549602532	0.312025563	0.408429264	0.041816518	0.200558495	0.102800319	0.087053559	0.855675197
LCC2064_52	0.931720914	0.461807936	0.314626195	0.305286748	0.456823398	0.455571809	0.757925485	0.522524523	0.599956132	0.433682284	0.781912264	1.426447962	0.412349508	0.514141526	0.710156032	0.257993563	0.478625265	0.416785736	0.752563924	0.319313773	0.304377557
LCC2065_52	0.393891065	0.310434142	-0.062685991	0.376640359	0.460804986	0.409769154	0.990946138	0.664902956	0.364542276	0.760078265	0.745233255	1.125577777	0.395154363	0.819225854	0.703656632	0.237258016	0.635626738	0.420172734	0.780750099	0.09907253	0.373688082
LCC2066_52	0.605421809	0.342664333	0.114810289	0.46679128	0.483240284	0.502804909	0.753247305	0.676928366	0.833569574	0.902446903	0.676172736	1.033693887	0.712253988	0.829596615	0.589786423	0.563643079	0.545985167	0.65604106	1.481372112	0.739352707	0.805308143
LCC2068_0	0.465791712	0.601980929	0.436489385	0.516111716	0.475491718	0.616452908	0.903859771	0.957794272	0.982106099	0.559157215	0.639304441	1.015671642	1.147355212	1.075553305	1.006257058	1.307605943	0.675905505	0.80826122	0.847315119	0.838974282	1.091683339
LCC2068_52	0.806661564	0.470450967	0.340578772	0.22319769	0.381502806	0.604142349	0.662498744	0.667583225	0.39744532	0.588565599	0.410156567	0.797870825	0.586996021	0.505499384	0.598859111	0.552735721	0.471069732	0.567778058	0.735525621	0.424393886	0.90166624
LCC2069_52	0.295652663	-0.004983814	0.120101534	-0.066533269	0.071796088	0.495765636	-0.145350867	-0.053525867	0.145854561	0.137775113	0.925389495	0.426040045	0.107686626	0.155201571	-0.265515892	0.631649537	0.106417877	0.389407593	0.75870201	0.174780266	0.171346437
LCC2070_0	-0.091674783	0.439444927	0.569742096	0.116311994	0.217220267	0.665094438	-0.239593094	-0.256950596	0.703834529	0.879045902	0.002705903	0.811135691	-0.052438402	-0.047216702	0.389673365	-0.198811299	0.4454682	-0.047355862	1.073088347	-0.188367311	0.097476276
LCC2070_52	0.22281063	0.708089393	0.151014767	0.221696338	-0.042782567	0.572749085	0.496681044	0.034720152	-0.271890379	-0.064702779	0.244925178	0.592973696	0.323951229	0.074118973	0.702951888	0.447818672	0.248464695	0.396782969	0.521445143	0.411562689	0.261403258
LCC2073_52	0.732817905	0.796360975	0.340259273	0.419896018	0.554010298	0.789760694	0.770838911	0.608894659	0.593936013	0.705282786	0.645051068	1.000130249	0.488475404	0.5146535	0.483985187	0.571358921	0.457965318	0.614684191	0.872391858	0.494383074	0.747947234
LCC2074_52	0.84333191	0.430512157	-0.015419658	0.46902176	0.630884567	0.147815648	0.456965003	0.114002094	0.669370203	0.768832786	0.202133394	0.72030413	0.518957189	0.548407434	0.432976452	0.071763169	0.227875194	0.235148791	0.68836576	0.479895945	0.357256531
LCC2075_0	0.739592085	0.422483019	-0.001652236	-0.147691319	0.614908409	0.47564886	0.691876066	0.286680938	-0.104865563	0.623103573	0.32230514	0.96666366	0.20062933	0.374838724	0.237304324	0.170197199	0.060831832	-0.076208532	0.038733659	0.083511067	0.846312839
