sampleID	Temporal_Gyrus_(mid)_Left_Supramarginal_Gyrus_left	Frontal_Gyrus_(mid)_Left_Supramarginal_Gyrus_left	Superior_Frontal_Gyrus_(ventral)_Supramarginal_Gyrus_left	Frontal_Gyrus_(mid)_right_Supramarginal_Gyrus_left	Temporal_Gyrus_(mid)_right_Supramarginal_Gyrus_left	Supramarginal_Gyrus_right_Supramarginal_Gyrus_left	Frontal_Gyrus_(mid)_Left_Temporal_Gyrus_(mid)_left	Superior_Frontal_Gyrus_(ventral)_Temporal_Gyrus_(mid)_left	Frontal_Gyrus_(mid)_right_Temporal_Gyrus_(mid)_left	Temporal_Gyrus_(mid)_right_Temporal_Gyrus_(mid)_left	Supramarginal_Gyrus_right_Temporal_Gyrus_(mid)_left	Superior_Frontal_Gyrus_(ventral)_Frontal_Gyrus_(mid)_left	Frontal_Gyrus_(mid)_right_Frontal_Gyrus_(mid)_left	Temporal_Gyrus_(mid)_right_Frontal_Gyrus_(mid)_left	Supramarginal_Gyrus_right_Frontal_Gyrus_(mid)_left	Frontal_Gyrus_(mid)_right_Superior_Frontal_Gyrus_(ventral)	Supramarginal_Gyrus_right_Superior_Frontal_Gyrus_(ventral)	Temporal_Gyrus_(mid)_right_Superior_Frontal_Gyrus_(ventral)	Temporal_Gyrus_(mid)_right_Frontal_Gyrus_(mid)_right	Supramarginal_Gyrus_right_Frontal_Gyrus_(mid)_right	Supramarginal_Gyrus_right_Temporal_Gyrus_(mid)_right
LCC1072_52	0.352524997	0.482870896	0.207032248	0.725638174	0.352798723	0.212462736	0.758431837	0.286656631	0.293176803	0.785085509	0.686892135	0.759577322	0.622909942	0.637719378	0.203801092	0.411301684	0.210157638	0.438129736	0.472883403	0.071957202	0.715868206
LCC1073_0	1.117916453	0.634104201	-0.207903306	0.507104122	0.416933273	0.781035262	0.825789318	-0.007678122	0.421411891	0.857803759	0.947561945	0.144497078	0.374031076	0.412092683	0.865329877	0.106887238	0.007762979	0.421529904	0.136967359	0.276081902	0.640549974
LCC1073_52	1.015586371	0.932670637	0.262408328	0.576001766	1.112491562	0.592941857	0.646703114	0.388290997	0.636129815	0.881923806	0.647589942	0.435247192	0.599187767	0.885429046	0.482536269	0.325866523	0.04731752	0.256349976	0.597853031	0.333240533	0.468894156
LCC1074_0	0.690485476	0.623270097	0.511465314	0.600421981	0.500280974	0.500789326	0.702801667	0.497261874	0.851412791	1.194676829	0.594846221	0.781895394	0.586011538	0.61647907	0.418410325	0.444659293	0.229426586	0.419335727	0.974640367	0.290858879	0.462702925
LCC1074_52	0.593803373	0.579994536	0.366890817	-0.095944059	0.182489923	0.433723551	0.715594449	0.322750898	0.157608651	0.534251765	0.403736435	0.837010995	0.48070334	0.687346075	0.615327304	0.515105271	0.616198659	0.504467023	0.83506691	0.486967531	0.615516484
LCC1075_52	0.486844069	-0.171715096	0.24080483	-0.08954171	-0.029621382	0.513971183	0.469985449	0.268052723	0.059462577	0.42499349	0.318693231	0.323481121	0.220815964	0.421256153	-0.051874638	-0.189761392	0.101696617	0.096823815	0.336392904	0.165518214	0.187301716
LCC1077_52	0.506401038	0.576479338	0.532047903	0.473770874	0.582187656	0.834951903	0.437365681	0.563310127	0.529124038	0.508908784	0.541625118	0.566013659	0.645222316	0.862645664	0.817648443	0.676522105	0.430105336	0.377952515	1.115765708	0.603153128	0.78229427
LCC1079_52	0.197555284	0.197638258	-0.153452999	0.362624474	0.345507794	0.157668124	0.848162681	0.17832951	0.921417613	0.505040385	0.299654814	0.559313347	0.939759695	0.476375377	0.057604639	0.129184581	-0.307680225	0.153104967	0.99043732	0.499332583	0.399837636
LCC1082_52	0.630960494	0.455118574	0.261723671	-0.115398676	0.090177772	0.306856182	0.784646522	0.800965503	0.268767096	0.077686407	0.259294152	0.738198661	0.235389636	0.299642739	0.542033268	0.285805154	0.291392983	0.2324062	0.477959056	0.164333538	0.363300131
LCC1083_52	0.044441868	0.369778228	0.289071179	-0.228919377	0.306399016	0.383993705	0.777745419	0.490651203	0.744917333	0.336053442	0.561995744	0.812425314	0.603053614	0.695526849	0.499081647	0.662263	0.184950483	0.403706497	0.259569794	0.082213612	0.381639487
LCC1084_52	-0.035876101	-0.076422726	-0.249159393	0.103073222	0.204515347	0.419702193	0.750933784	0.221946504	0.334882117	0.351444117	0.307766858	0.753700053	0.523259403	0.619804422	0.292798604	0.556535556	0.275173597	0.50367973	0.671343251	0.521728173	0.707543798
LCC1085_52	0.513020436	0.228648889	-0.070383656	-0.057608333	-0.109332435	0.430161819	0.410514248	0.163724443	0.33577654	0.301680194	0.4361612	1.032326172	0.225895626	0.252655868	0.394885016	0.378771028	0.285179361	0.445925177	1.002793467	0.121335842	0.445175243
LCC1086_0	0.7460204	0.764478465	0.463455739	0.476437819	0.383706269	0.72221848	0.61182836	0.384632801	0.812711192	1.045550516	0.653121882	0.718083513	0.515583284	0.370542044	0.506362638	0.149017482	0.199855534	0.147921189	1.239563246	0.661734036	0.44109148
LCC1086_52	0.720304708	0.729902497	0.45594583	0.464691845	0.391726156	0.67756623	0.631741746	0.483181491	0.615270986	1.001304193	0.380936768	0.995428056	1.050612915	0.492393108	0.926762748	0.8765011	0.860227135	0.407542332	0.786379911	0.696173222	0.361002895
LCC1087_52	0.47613853	0.887836467	0.843693562	0.450230105	0.472657629	-0.016172027	0.915064023	0.921539295	1.227772306	0.907638105	0.67995302	1.543868526	1.056098837	0.826121158	0.317420176	1.156289345	0.300572063	0.766798648	1.07844429	0.687609115	0.371452376
LCC1088_0	0.376824234	-0.072692767	-0.044309957	-0.343780785	-0.42489573	-0.202489602	0.232185872	0.340825453	0.055164506	0.151006561	-0.065156719	0.453526678	0.475567052	0.315468854	0.897341528	0.108936019	0.351580607	-0.011222063	1.053037637	0.239119903	0.116872845
LCC1088_52	0.419345343	-0.385066297	-0.338814759	-0.327827062	0.004173255	-0.04628956	-0.386110749	-0.413215934	-0.253896742	-0.08082347	0.040874509	0.781945409	0.429211107	0.102015172	0.475954202	0.530576534	0.253150716	0.253108458	0.395574723	0.328170364	0.176765391
LCC1089_0	1.003929216	0.889400722	0.314857431	0.733016262	0.615788442	0.601452525	1.302182889	0.523943976	0.895334674	0.933743139	0.828346692	0.842722723	1.065228318	1.136559578	0.869864859	0.408678562	0.288545842	0.466233371	1.188269724	1.048178465	1.39476751
LCC1090_52	0.510402419	0.590881127	0.264572163	0.439390462	0.632543557	0.448256165	0.701615318	0.680055305	0.690557084	0.738819126	0.890175948	0.682096207	0.947870739	0.613524066	0.565480335	0.69236677	0.508937268	0.495008085	0.902172013	0.696926271	1.1735576
LCC1091_52	0.010500825	0.28087801	-0.03160183	0.121205981	0.071765534	0.140276985	0.433026302	0.048175907	0.471493288	0.140470085	0.272139415	0.492404032	0.726966899	0.292452773	0.178645849	0.174878637	-0.121422329	0.400074377	0.564036094	0.200156247	0.094828039
LCC1092_0	0.648147826	0.422071606	-0.027362621	0.401750143	0.358869625	0.64533376	0.444983693	0.094836573	0.57772981	0.619287533	0.404076946	0.744600016	0.743061203	0.577826115	0.094094197	0.316929457	-0.472280674	0.328032215	0.964257246	0.434444077	0.305305932
LCC1092_52	0.167664643	-0.23699212	-0.538392736	-0.191992479	0.448290034	1.208472586	0.161685445	0.311456055	0.394997966	0.241705443	0.145105419	0.748296886	0.579262732	0.110190887	-0.049786327	1.074005251	-0.40335884	-0.04699944	0.147966692	-0.107355818	0.693754476
LCC1094_0	0.708563967	0.373308355	0.266895763	0.133217362	0.184979317	0.410176577	0.401075615	0.440049999	0.005805358	0.072060973	0.550127473	0.351233896	0.255565938	0.435850597	-0.077802477	-0.022747164	0.222434664	-0.004170691	0.725850133	-0.030578664	-0.167312843
LCC1095_52	0.100401194	0.442222136	0.008857773	0.135936334	0.369485625	0.248407948	0.830773292	0.630134782	0.756891143	0.850941304	0.510091206	0.904246764	1.04947958	1.014842495	1.000302916	0.923580369	0.990069863	0.701257058	0.668545908	0.732970467	0.680153726
LCC1096_52	0.595584108	0.543031385	0.241632043	0.435205776	0.422083586	0.332718507	1.198966387	0.758349769	1.154007983	1.211110639	0.558927288	0.886988802	0.919040893	1.00444963	0.479293957	0.600244292	0.186639509	0.686107642	1.519219318	0.758292942	0.775275208
LCC1097_52	0.799713626	0.786761032	0.655459576	0.774980389	0.61170987	0.405243251	1.795859284	1.121090095	1.343821716	1.486629858	1.243762298	1.222279175	1.441899906	1.420508466	1.092770385	1.652687705	0.700384789	1.186751303	1.528615851	0.921458342	1.091032331
LCC1099_0	0.31108443	0.359366156	0.371940723	0.611248564	0.661116035	0.486237956	0.219341597	0.262991673	-0.004094912	0.33353137	-0.109957555	0.400515507	0.288349025	0.171847968	0.256034975	0.388964164	0.118677196	0.398094741	0.430730117	0.473148812	0.391973338
LCC1099_52	0.804556004	0.868718418	0.274778794	0.357830355	0.595256381	1.038212155	0.960334493	0.581241557	0.287183237	0.635229738	0.749988245	0.877016946	0.392680307	0.622356663	1.05910991	0.164231648	0.475287278	0.372018662	0.971248258	0.559608721	0.86918301
LCC1100_52	0.393849384	0.415712923	0.190405963	0.333413581	0.505126024	0.460974007	0.670013584	0.410232034	0.724431555	0.742574585	0.860753986	1.032574682	1.255456808	1.170041472	0.84180503	0.63090521	0.52080435	0.695035486	1.147971967	0.644589763	0.810293859
LCC1101_52	0.645016556	0.06675481	-0.250328874	0.07453327	-0.267968868	0.57085657	0.493006307	0.264506301	0.54486305	0.260733678	0.465310947	0.526817896	0.536099197	0.418422054	0.486096875	0.748976842	-0.024949492	0.616963363	0.682078329	0.152934165	-0.051245826
LCC1102_52	0.313149499	0.58778264	0.308692628	0.569604971	0.459847044	0.916527639	0.546725169	0.258428415	0.290135867	0.859839489	0.810214675	0.706520554	0.613728749	0.370637928	0.64640307	0.899450856	0.220312385	0.23957562	0.669199645	0.436148113	0.788254466
LCC1103_52	0.343285009	0.353811499	0.272363547	0.305637528	0.267796087	0.436615714	0.523602503	0.082779484	0.447614158	0.865713374	0.663651301	0.248605761	0.636766751	0.641157909	0.575743054	-0.029210477	0.078123619	0.129117312	0.784871012	0.401931669	0.554975694
LCC1104_0	0.621960527	0.546899721	0.589222527	0.330986215	0.163346995	0.552638746	0.658366003	0.536996506	0.556297005	0.300044025	0.550193904	0.369280172	0.485407569	0.062131504	0.400227304	0.11893834	0.235117001	0.08071866	0.088240821	0.709165752	0.025418233
LCC1104_52	0.591671784	0.387394193	-0.124473445	0.407088592	0.325156386	0.560676276	0.804346825	0.128552671	0.581444329	0.72010304	0.972354858	0.669942423	1.01269505	0.74470271	0.746857672	0.677226315	0.135851051	0.335183254	0.871462925	0.595247773	0.855659706
LCC1105_52	0.526962679	0.661925958	-0.000837056	0.259809998	0.476818373	0.361837111	0.374841566	0.105655756	0.244571413	0.565686524	0.209209563	0.466390757	0.497838694	0.276258288	0.477257255	0.307341835	0.154022264	-0.302719606	0.587915045	0.421826989	0.099507331
LCC1106_52	0.527487048	0.55156758	0.217527712	0.464859672	0.451565851	0.903493859	0.552384374	0.231905931	0.083102865	0.434144025	0.301094456	0.653765166	0.625609827	0.778351972	0.614109723	0.408438696	0.253165594	0.445020032	0.512137423	0.584977406	0.581754656
LCC1109_52	-0.28625771	-0.071146034	-0.061460703	-0.398732582	-0.480794282	-0.120188687	0.244001696	0.21794266	0.367735005	0.667164441	0.631626329	1.060274008	0.533455457	0.514945127	0.222259198	0.800454051	0.432884909	0.473282741	0.940625773	0.472266069	0.475111009
LCC1110_52	0.894026738	0.789209316	0.484294717	0.862469972	0.89510398	1.015207164	0.805256935	0.209035819	1.178365187	1.232147285	1.275792467	0.927606177	0.779251772	0.874859045	0.743148307	0.319397124	0.244959444	0.340350376	1.471049437	1.251695627	1.328750401
LCC1113_52	0.162364911	0.476950827	0.1351824	0.247069879	0.417349279	0.688982998	0.593003947	0.324331327	0.364008502	0.205944932	0.431622557	0.386563171	0.425212328	0.526699584	0.664651528	0.644442671	0.21702483	0.389663806	1.097461637	0.584475991	0.759186849
LCC1114_0	1.057485805	0.607279374	0.379613021	0.840830595	1.008663223	0.990828003	0.383932484	0.436100004	0.75492851	1.347067076	0.660512402	0.02498812	0.573696361	0.434128197	0.643284836	0.40973436	-0.018453506	0.335389543	0.789675109	0.490922563	0.686367263
LCC1114_52	0.698979164	0.476497848	-0.001211315	0.076539504	0.327761929	0.718684593	0.657380839	0.3994136	0.277729874	0.49586755	0.676958839	0.690636972	0.55752371	0.411231824	0.643220524	0.862138601	0.141983718	0.471515964	0.531284454	0.094079037	0.342709583
LCC1115_0	0.519997181	1.037559371	0.68718085	0.794970819	0.233796699	0.310509159	0.606144686	0.563243474	0.431354051	0.447121121	0.470082855	0.686510817	0.503699368	0.085871894	0.261220652	0.724093717	0.19330968	0.304982664	0.810067841	0.382103556	0.464624389
LCC1115_52	0.370743325	0.342648026	0.438367494	0.171819888	0.028538962	0.607924393	0.606175298	1.00282863	0.630714536	0.618255313	0.533826542	0.637313543	0.471348882	0.434039789	0.706895721	0.734245532	0.548366934	0.529405323	0.83506976	0.586363906	0.500417181
LCC1116_52	0.761256308	0.657407205	-0.187187167	-0.059782873	0.270941038	0.265756156	0.752193136	0.039116026	0.227597717	0.350841325	0.343669994	0.380908779	0.603706866	0.651104582	0.357941797	0.792549723	0.222066241	0.354162471	0.499213462	0.128979046	0.388417126
LCC1117_0	1.376072425	0.76335371	-0.005496867	0.508685605	0.885884816	0.888353119	0.943544744	-0.100982951	0.43784571	0.812550382	1.006268376	0.194762256	0.528127633	0.775859966	0.805364005	0.431202816	-0.016446734	0.193711457	0.945359796	0.377416145	0.893475012
LCC1117_52	0.59949615	0.653555048	-0.161970983	0.584748049	0.461397749	0.409663216	0.492624756	0.008344094	0.474799645	0.361522756	0.371185974	0.453597864	0.708520127	0.78756696	0.583299248	0.334860239	0.11125698	0.289240998	0.874081917	0.499119146	0.780479597
LCC1118_52	0.637261872	0.530705723	0.373219883	0.226405453	0.383005246	0.400079532	0.531873946	0.311914639	0.411395818	0.473724439	0.475529919	1.271447636	0.286416707	0.177118828	0.745063233	0.03066264	0.374360837	-0.184079421	0.873561007	0.7513455	0.553895199
LCC1119_0	0.719062304	0.458690433	0.151749994	0.021089137	0.110597533	0.608869718	0.718652368	0.114105757	0.054238958	0.068555399	0.873168288	0.258172781	0.541034459	0.497062196	0.62724971	0.465152157	-0.009956468	0.456889193	0.513005133	0.091313156	0.211686581
LCC1119_52	0.194139517	0.309733386	-0.023690948	0.042799438	0.429454146	0.199584564	0.892470495	0.669788553	0.475436413	0.440982193	0.279922585	0.687697217	0.487615773	0.530498681	0.491296443	0.70503659	0.103995283	0.224185992	0.630580518	-0.164825797	0.223345221
LCC1120_0	0.237081502	0.057325754	-0.220484451	0.340439797	0.300274914	0.780023676	0.485403994	0.09812567	0.612916997	0.873171811	0.290085771	0.792307997	0.30033275	0.366291385	-0.028955345	-0.145526912	-0.254360076	0.049784883	1.194990326	0.631180674	0.530301574
LCC1120_52	0.393929711	0.564356628	0.279618462	0.198926852	0.173010515	0.456358158	0.358881319	0.199815342	0.096769333	0.002897148	0.038056052	0.890744777	0.625497559	0.446509677	0.432904476	0.64218277	0.08809998	0.264726235	0.726333784	0.250539032	0.401510785
LCC1122_0	0.443829132	0.081300186	-0.236403061	0.069666437	0.000533211	0.873721564	0.409647495	0.173573126	0.620105297	0.636762581	0.439978607	0.332619771	0.600671273	0.68635459	0.139863741	0.358612252	-0.241793994	0.168914081	0.790447003	0.082422628	0.127494956
LCC1122_52	0.934867195	0.688192889	0.220947153	0.694566902	1.109708219	1.05094356	0.793489693	0.291475724	1.181015444	1.383729888	0.952565386	0.483892996	1.138360349	0.705364691	0.856582196	0.608039245	0.698773514	0.363894785	0.971507479	1.004691374	1.235205241
LCC1123_0	0.656955493	0.595168895	0.57797941	0.186354475	0.603183831	0.755584857	0.819993903	0.441521182	0.466865332	0.677929605	0.206433878	0.428108043	0.590127412	0.451034501	0.041654801	0.041163495	0.338386611	0.677457217	0.470245596	-0.166605518	0.451356073
LCC1123_52	0.66042982	0.516229147	0.19342783	0.746793249	0.564422629	0.879546436	0.936766599	0.731197352	0.995888974	0.579024276	0.797763894	0.723585338	0.997442645	0.80786397	0.666390185	0.501856716	0.510576341	0.649786951	0.704925148	1.140061344	0.773880027
LCC1124_52	0.431377826	0.331083128	0.128020601	0.507960929	0.600436449	0.625509471	0.790295937	0.376046933	0.697935826	1.147960108	0.873128403	0.809073713	0.53197525	0.705723997	0.716367113	0.190025193	0.276860716	0.278806799	1.05585296	0.795825153	0.938915285
LCC1125_0	0.614244731	0.393756107	0.097367581	0.407523938	0.228762155	0.159963558	0.331358279	0.00454174	0.535189812	0.473756842	0.373647556	0.468293375	0.495508542	0.027572831	0.531949317	-0.091529917	0.516494753	-0.299716226	0.862701714	0.302737161	0.135928083
LCC1125_52	0.45363246	0.35094081	0.235632914	0.091341058	0.103324471	0.547431874	0.626967631	0.447894396	0.36763022	0.429516364	0.273307086	0.874332047	0.056888507	0.251484916	0.32462767	0.039672986	0.291070507	0.185191074	0.458103029	-0.325329036	0.11929655
LCC1128_52	0.240535402	-0.05034022	0.027126914	-0.271443717	-0.400911148	0.016438821	0.257820665	0.153061648	0.422009013	0.377951395	-0.008314291	0.761011476	0.420810059	0.40560558	0.248093856	0.258466657	0.228339973	0.213570967	0.849570704	0.160600594	-0.008083186
LCC1129_0	0.346525924	0.554716712	0.325178022	0.18443824	0.164140751	0.310637493	0.354061803	0.133522081	0.105043047	0.635217907	0.79893303	0.572106955	0.589875103	0.297296039	0.167604139	0.150757283	0.003889029	0.201691775	0.446541991	0.123518269	0.36563592
LCC1129_52	0.425835347	0.276733851	0.426659257	0.277741454	0.374127347	0.667174989	0.466322631	0.519771903	0.355493648	0.711619232	0.449153969	0.72692037	0.676426612	0.670469014	0.816950237	0.78210635	0.615803119	0.862755475	0.886155919	0.588145077	0.778467466
LCC1130_52	0.052100923	-0.300435502	-0.001420889	-0.032996972	0.225983142	0.209528264	0.074640832	0.691685804	0.524493934	0.032336043	-0.208648381	0.386365298	-0.053064928	0.464302257	-0.030120677	0.358823202	-0.33007635	0.18579247	0.025860505	0.20734359	0.409537283
LCC1131_52	0.680593723	0.528726091	0.377185625	0.648519388	0.612266977	0.651211771	0.706156618	0.294337904	0.586455178	0.821040878	0.619833505	0.873670014	0.808204943	0.513951959	0.22850644	0.605158682	-0.095877111	0.098432709	0.877947752	0.357913746	0.57646039
LCC1132_52	-0.136359171	0.308529538	0.002069102	0.448848341	0.237694125	0.720257616	0.128045257	0.305414876	-0.065450362	0.381014489	-0.07006155	0.967707533	-0.136897163	0.734724732	0.126017583	-0.358472548	0.08082705	1.029747405	-0.153954722	-0.00709542	0.403136791
LCC1133_0	0.36097748	0.359348791	0.229620426	0.578728881	0.286280068	0.575916177	0.449272929	0.120771859	0.557351178	-0.103957987	0.588222948	0.787511465	0.654523166	0.62673221	0.941110113	0.465884386	0.542504426	0.762813451	0.43098359	0.777891234	0.527625823
LCC1134_52	0.551562838	0.688398469	0.130530969	0.67485668	0.468733888	0.484244311	0.37960881	0.226945441	0.543679634	0.776452237	0.709299506	0.579564386	1.25810946	0.282524902	0.448545059	0.501058025	0.299028642	0.067798837	0.445315714	0.65393383	0.623893236
LCC1135_0	0.115510582	0.466672861	0.01005261	-0.057457606	0.497071764	0.188454403	0.152900647	0.34764221	0.478296562	-0.032653684	0.175743258	0.379035713	0.221591351	0.568222837	0.443668829	0.588222773	0.425175097	-0.242043716	-0.023885457	0.544241333	0.333791155
LCC1135_52	0.437934917	0.527895597	-0.054475252	-0.192853169	0.23373186	0.819933236	1.036533828	0.609512512	0.496454076	1.024546633	0.453565021	0.920388572	0.421896197	0.770098363	0.53416989	0.651841482	0.247782883	0.597156601	0.749726456	-0.043624195	0.289214036
LCC1136_0	0.605553231	0.482984063	-0.05532883	0.520725966	0.326492901	0.291544225	0.499590263	0.317798799	0.45559653	0.190487872	0.263357977	0.519546045	0.822439902	0.527534453	0.031396077	0.339575716	-0.133799113	0.286528383	0.519410874	0.134257153	-0.08455229
LCC1136_52	0.648448895	0.302666861	0.143254227	0.187671269	0.670998371	0.876849028	0.369542529	0.315620759	-0.063547309	0.41074078	0.259370961	0.833745081	0.52846076	0.524108054	0.281574502	0.23475659	0.11816856	0.48757357	0.290008254	0.440448423	0.620787843
LCC1137_52	0.629740664	0.454554212	-0.062582799	0.465363296	0.279405048	0.329261466	1.039988333	0.130627011	0.598888482	0.562990364	0.332370662	0.498662953	0.673253748	0.72608628	0.33170623	0.128194557	-0.087458881	0.363224874	0.821075464	0.505128448	0.33186234
LCC1138_52	0.376399011	-0.059508732	0.088221406	-0.052940377	-0.385490149	0.346902204	0.343206525	0.568931337	0.513453718	0.231010839	0.441814429	0.8973144	0.886274737	0.765349253	0.205497686	0.831690488	0.056233546	0.361079895	0.562911614	0.340937839	0.124726999
LCC1139_52	0.952724536	0.515106935	0.228209664	0.266529672	0.723065533	0.547360026	1.087802197	0.494674659	0.560848098	0.79527184	0.625967976	0.66194281	0.808430347	0.63994588	0.531516185	1.141984605	0.344715951	0.418176625	0.752046021	0.502224006	0.671288005
LCC1140_0	0.306054001	-0.023485466	-0.398910807	-0.291365315	0.201503558	0.210704898	0.420404985	0.244587149	0.460665763	0.783857542	0.735340545	0.674364605	0.915998414	0.156103785	0.489425656	0.532260792	0.161941599	0.011062881	0.358040244	0.420895323	0.394467513
LCC1140_52	0.92483457	0.267160913	0.099868746	0.588495924	0.931993695	1.082682373	0.253540562	0.238291222	0.852321484	1.029975911	0.950389483	0.016536241	0.364934482	0.338731005	0.335553704	0.12899609	0.167971774	0.038281109	0.917983935	0.825724191	0.998363654
LCC1142_0	0.953048202	0.727080019	0.379955394	0.450790768	0.673854143	0.809569036	0.410750516	0.457804522	0.154153662	0.498295181	0.5694188	0.237206266	0.464807329	0.431640619	0.619435465	-0.0165975	0.32685326	0.161835839	0.992311575	0.538608686	0.574225034
LCC1142_52	0.421868268	0.607971678	0.370634635	0.198156151	0.377945826	0.394717277	0.568683727	0.176287696	0.318605446	0.244576893	0.220111934	0.484963705	0.204152743	0.476881428	0.24010762	0.390367303	-0.054924572	0.2187578	-0.071073698	-0.000893421	0.625522412
LCC1143_0	0.475040912	0.423358499	-0.436271167	0.394875914	0.21663308	0.12953363	0.059680476	0.073379891	0.417835457	0.833342365	0.413358166	-0.216431413	0.274146423	0.023379723	-0.112035618	-0.017958293	-0.015172703	0.268279248	0.499696961	0.067029996	0.312092538
LCC1143_52	0.081610877	0.29246884	0.184654456	0.415768705	0.21047226	0.510907283	0.155463384	0.325839787	0.159674875	0.253051841	0.178240904	0.603631455	0.570552362	0.316743151	0.252706405	0.562471766	0.27245691	0.38325327	0.682418412	0.879265979	0.769713335
LCC1144_0	1.138274152	0.681586512	0.425575407	0.455014167	0.789402874	1.331469311	0.963360789	0.669915371	0.759033434	0.75935866	1.159753395	1.262142363	1.232711331	0.770020547	0.836241284	1.217711269	0.429841259	0.423890371	0.845958066	0.572512087	0.935952011
LCC1144_52	0.519240519	0.59552218	0.084364498	0.339778294	0.397590739	0.793415357	0.637888631	0.544958672	0.560988617	1.303485595	0.502924209	1.005020223	0.871368386	0.445930459	0.435267686	0.757350015	0.169524103	0.412426519	0.519045358	0.461432556	0.395655042
LCC1145_52	0.635027386	0.598190285	0.044073135	0.094000397	0.101727562	0.108478248	0.529519713	0.10453433	0.26967932	0.597255284	0.333338642	0.243147561	0.496534435	0.212872371	0.204010719	0.286575581	0.371664233	0.242758248	0.414281901	0.241651009	0.94846125
LCC1146_52	0.002015283	0.374740868	0.150480398	0.429139708	0.135659346	0.474091305	0.323575439	0.323850286	0.15530936	0.109334441	-0.052065454	0.13139228	0.493088707	0.235980759	0.278464667	0.567706665	0.193668003	0.126155061	0.474928613	0.769256772	0.297545045
LCC1147_0	-0.12900488	0.54253268	0.353955812	0.090713484	-0.133167938	0.106451524	0.049317461	-0.136997138	0.0919153	1.078503356	0.808623406	0.741642773	0.517673218	0.020653683	0.312456317	0.65768439	0.013027649	-0.125007891	0.038249919	0.032669343	0.853164694
LCC1147_52	-0.336689619	0.362881527	0.307609651	0.140696042	0.02306439	0.251113484	0.398127234	0.419698471	0.397347814	0.461230693	0.442562104	0.857757021	0.861318912	0.442987216	0.564864442	0.661205234	0.399677702	0.281758305	0.672145331	0.540260276	0.53100462
LCC1148_0	0.879995327	0.363662342	-0.108747966	0.180751125	0.410747261	0.952532624	0.384537636	0.147196085	0.399026605	0.755851169	0.826815348	0.807566071	0.776871654	0.87165673	0.505426741	0.59999384	0.115754989	0.556199583	0.779034039	0.317545934	0.584008687
LCC1148_52	0.454914279	0.665666529	-0.067295647	0.11980161	0.441249032	-0.009603471	0.648692125	0.468558789	0.449813959	0.623903831	0.271804846	0.418646452	0.211209179	0.47140312	0.130969788	0.37838455	0.217310213	0.395818709	0.866571927	0.235854366	0.208738363
LCC1150_0	0.428360964	0.208166772	-0.286675237	-0.206628595	0.128999834	0.3601128	0.198736775	0.203662559	0.101322791	0.61470335	0.617289031	0.356854808	0.593599281	-0.072691152	0.326130937	0.424014062	0.142397499	-0.129811831	0.45829678	0.114708014	0.350076314
LCC1151_0	1.166632541	0.52209109	0.246620368	0.756452893	0.450559107	0.303586836	0.681615628	0.265549961	0.906764472	0.654262058	0.421186044	0.8883858	0.922038092	0.443872312	0.257914663	0.441564759	-0.301896377	0.281361423	0.619301013	0.391510931	0.307373264
LCC1151_52	0.891546912	0.459694026	-0.107287476	0.533664759	0.661088727	0.382193162	0.453412036	-0.020026243	0.323474665	0.802031951	0.351167941	0.31937274	0.389033062	0.360303496	0.445768277	-0.095083083	-0.036363632	0.027773187	0.795621815	0.399723136	0.388056941
LCC1152_0	0.727933869	0.265133633	0.091810092	0.448743064	0.700078533	0.640398225	0.530337351	0.251812921	0.699223985	0.717970976	0.700129864	0.906390464	0.624471561	0.232328081	0.411462433	0.418193517	0.153536308	0.111516773	0.590878769	0.306041491	0.491494388
LCC1152_52	0.462642369	0.241272851	0.03018848	-0.107602304	0.292968144	0.433641055	0.196292849	-0.030380237	0.246591722	0.720109585	0.408387074	0.545609644	-0.089080304	0.256173244	0.258821384	-0.193127041	0.175215419	0.185499219	0.360641419	-0.014915332	0.555718536
LCC1153_52	0.537698482	0.492476234	0.239426145	0.521443811	0.625526008	0.367663795	0.968205744	0.781856758	0.783547606	0.80326381	0.623579876	0.9651191	1.186916186	0.830401677	0.737148685	1.034968846	0.671180881	0.67130827	1.124223755	0.837579052	0.852622119
LCC1154_52	0.730547059	0.602483564	0.099526209	0.181998809	0.42453843	0.500384149	1.137346394	0.489377048	0.773787421	0.968683485	0.92853831	0.584037476	0.717281309	0.839606322	0.971636631	0.816734307	0.535641166	0.642653419	1.295105754	0.730378947	0.770861224
LCC1155_0	0.604203208	0.606705561	0.478243778	0.340510828	0.456015232	0.323813573	0.334102275	0.292069235	0.69021965	0.440154033	0.48530124	1.295948659	0.285284937	0.398605416	-0.015609388	0.230192564	-0.016438456	0.237179131	0.807849696	0.573137242	0.274511775
LCC1156_0	0.650593937	1.166669933	0.669233832	0.912099596	1.077897595	0.857083987	0.484846229	0.272704134	0.499135728	0.876933012	1.078427532	0.569607453	0.647986606	0.73056192	0.57969991	0.830032285	0.550469716	0.657155663	1.308951845	0.641144663	1.082385145
LCC1156_52	0.428417569	-0.054068306	0.695094605	-0.328688886	0.124985029	0.549641407	0.585603173	0.661531481	0.473638296	0.795037588	0.529630022	0.329752703	0.780273582	0.882957246	0.171958776	0.090338893	0.539453119	0.402308995	0.764413127	0.268691094	0.230138955
